	cellType	gene	log1p_FC	pct.inGroup	pct.outGroup	wilcox.p	wilcox.fdr	wilcox.bonferroni
5478	Ionocyte	FOXK2	0.424879919	0.769230769	0.901119403	0.005096581	0.012762284	1
5485	Ionocyte	NOSIP	0.484348529	0.692307692	0.725746269	0.007449085	0.017157167	1
5492	Ionocyte	SUSD4	0.531757675	0.615384615	0.576492537	0.020108136	0.03703282	1
5503	Ionocyte	VGLL4	0.54810383	0.769230769	0.854477612	0.004818108	0.012191558	1
5513	Ionocyte	NDUFS6	0.36836632	0.769230769	0.854477612	0.019724442	0.036399121	1
5523	Ionocyte	RBMX	0.420462233	0.846153846	0.891791045	0.003613087	0.009911723	1
5536	Ionocyte	SLX4IP	0.411770965	0.692307692	0.746268657	0.009597014	0.020850249	1
5545	Ionocyte	MFSD6	0.481831034	0.769230769	0.748134328	0.001125531	0.003993678	1
5548	Ionocyte	ATP5F1A	0.514450197	0.769230769	0.832089552	0.021968738	0.039126492	1
5554	Ionocyte	HNRNPDL	0.372014048	0.846153846	0.916044776	0.010778729	0.022771614	1
5555	Ionocyte	SCOC	0.467278999	0.692307692	0.714552239	0.015908122	0.03071337	1
5557	Ionocyte	TBRG1	0.345233377	0.692307692	0.802238806	0.028157419	0.046867115	1
5566	Ionocyte	ANKRD9	0.357614059	0.615384615	0.507462687	0.020552166	0.03747508	1
5568	Ionocyte	KAT6B	0.438043647	0.846153846	0.876865672	0.001171507	0.004123417	1
5573	Ionocyte	ABHD3	0.569793489	0.769230769	0.764925373	0.001177435	0.004123417	1
5588	Ionocyte	ZNF326	0.35596951	0.769230769	0.770522388	0.00638282	0.015118071	1
5589	Ionocyte	ATF3	0.489092547	0.846153846	0.89738806	0.004002515	0.010755296	1
5595	Ionocyte	CCT3	0.414897821	0.769230769	0.787313433	0.00925968	0.020358004	1
5597	Ionocyte	GYG1	0.558789015	0.692307692	0.583955224	0.0018338	0.005751747	1
5601	Ionocyte	PDSS2	0.481844356	0.846153846	0.865671642	0.005728165	0.013780587	1
5603	Ionocyte	COG5	0.440732346	0.846153846	0.901119403	0.00666466	0.015505881	1
5604	Ionocyte	FMC1	0.489436677	0.692307692	0.694029851	0.00850834	0.019071132	1
5611	Ionocyte	ATP5F1C	0.43435998	0.769230769	0.833955224	0.013086675	0.02666664	1
5615	Ionocyte	GPT2	0.376263028	0.615384615	0.473880597	0.005309324	0.01308115	1
5620	Ionocyte	SCNN1G	0.750334823	0.692307692	0.555970149	0.001895511	0.005904999	1
5621	Ionocyte	SNRPD1	0.351716266	0.769230769	0.781716418	0.013347747	0.027018897	1
5622	Ionocyte	GPRC5B	0.406251478	0.538461538	0.347014925	0.009356145	0.020472137	1
5625	Ionocyte	ENSG00000167774	0.499938246	0.769230769	0.796641791	0.001397401	0.004704071	1
5627	Ionocyte	SLC3A2	0.348815585	0.692307692	0.792910448	0.015505664	0.03023786	1
5631	Ionocyte	TTC39C	0.620164253	0.769230769	0.779850746	0.001223025	0.004225414	1
5636	Ionocyte	UQCRFS1	0.616217441	0.692307692	0.813432836	0.015403233	0.030176487	1
5656	Ionocyte	CYCS	0.451771251	0.692307692	0.826492537	0.027598919	0.046450425	1
5665	Ionocyte	TRMT112	0.389037391	0.769230769	0.843283582	0.021619553	0.038729765	1
5667	Ionocyte	UQCRH	0.448218105	0.846153846	0.902985075	0.005519472	0.013383628	1
5676	Ionocyte	ARL10	0.336901379	0.769230769	0.867537313	0.015820052	0.030607637	1
5689	Ionocyte	TAF7	0.33790786	0.692307692	0.755597015	0.022753073	0.040211681	1
5690	Ionocyte	EIF3K	0.498207251	0.846153846	0.873134328	0.001515955	0.004993414	1
5691	Ionocyte	CYC1	0.490339523	0.692307692	0.729477612	0.006292132	0.014941782	1
5708	Ionocyte	DAZAP2	0.355006102	0.846153846	0.854477612	0.005901406	0.014086734	1
5710	Ionocyte	TBK1	0.539224267	0.769230769	0.794776119	0.010093225	0.021571335	1
5713	Ionocyte	COA3	0.306658408	0.692307692	0.76119403	0.028978816	0.047812445	1
5717	Ionocyte	NDUFA6	0.439758134	0.769230769	0.78358209	0.001917221	0.005952453	1
5726	Ionocyte	BRWD1	0.488239441	0.846153846	0.875	0.001222973	0.004225414	1
5731	Ionocyte	ESPN	0.481270677	0.615384615	0.395522388	0.001967648	0.00604772	1
5766	Ionocyte	SDHD	0.45339299	0.769230769	0.76119403	0.00528396	0.01308115	1
5788	Ionocyte	ENSG00000228144	0.361604797	0.769230769	0.848880597	0.014503377	0.02878748	1
5813	Ionocyte	ENSG00000255339	0.3701955	0.769230769	0.845149254	0.002765172	0.008067281	1
5816	Ionocyte	ENSG00000256206	0.393662727	0.769230769	0.843283582	0.020243224	0.037132781	1
5821	Ionocyte	ENSG00000261147	0.448603442	0.769230769	0.792910448	0.009455218	0.020639775	1
5828	Ionocyte	URGCP-MRPS24	0.302197264	0.769230769	0.84141791	0.013780372	0.027772284	1
5834	Ionocyte	ENSG00000277998	0.386332613	0.692307692	0.735074627	0.029903537	0.048639559	1
5838	PNEC	GRP	3.643085745	0.875	0.00952381	3.14283E-86	2.06798E-83	2.06798E-83
5839	PNEC	CHGA	1.727372254	0.875	0.013333333	2.07151E-80	6.81527E-78	1.36305E-77
5840	PNEC	SCG2	1.178022191	0.833333333	0.03047619	9.82781E-57	2.15557E-54	6.4667E-54
5841	PNEC	ASCL1	0.603189372	0.583333333	0.007619048	8.7404E-55	1.4378E-52	5.75118E-52
5842	PNEC	CALCA	1.133702986	0.541666667	0.011428571	8.66401E-45	1.14018E-42	5.70092E-42
5843	PNEC	PHGR1	0.795656726	0.75	0.04952381	1.63335E-38	1.79124E-36	1.07474E-35
5844	PNEC	GP2	0.90507162	0.541666667	0.024761905	7.00374E-33	6.58351E-31	4.60846E-30
5845	PNEC	FXYD2	1.351276702	0.75	0.099047619	4.32786E-25	3.55966E-23	2.84773E-22
5846	PNEC	BEX1	1.24383398	0.833333333	0.163809524	3.11244E-22	2.27554E-20	2.04799E-19
5847	PNEC	SCGN	1.142809377	0.708333333	0.114285714	1.90571E-20	1.25396E-18	1.25396E-17
5848	PNEC	ATP8A2	1.846018269	1	0.742857143	1.25672E-16	7.51745E-15	8.2692E-14
5849	PNEC	NOL4	1.369540942	0.875	0.308571429	1.56878E-16	8.60216E-15	1.03226E-13
5851	PNEC	CHGB	0.600127933	0.583333333	0.097142857	1.18635E-15	5.57586E-14	7.80621E-13
5857	PNEC	NKAIN2	2.120025396	0.916666667	0.655238095	3.66511E-13	1.20582E-11	2.41164E-10
5859	PNEC	MIAT	0.772663014	0.666666667	0.179047619	6.49453E-13	1.94246E-11	4.2734E-10
5863	PNEC	SCG5	1.47903179	0.833333333	0.401904762	1.54918E-12	3.92063E-11	1.01936E-09
5868	PNEC	RIMS2	1.554264919	0.875	0.603809524	9.63274E-12	2.04463E-10	6.33834E-09
5869	PNEC	ENSG00000250101	1.025577847	0.791666667	0.367619048	1.43139E-11	2.9433E-10	9.41857E-09
5870	PNEC	SCG3	0.604945053	0.625	0.173333333	1.69281E-11	3.37536E-10	1.11387E-08
5871	PNEC	CPLX2	0.830914984	0.666666667	0.211428571	2.24648E-11	4.34759E-10	1.47818E-08
5873	PNEC	ENSG00000255448	1.008594189	0.666666667	0.215238095	3.22675E-11	5.89779E-10	2.1232E-08
5875	PNEC	STXBP5L	1.244946792	0.833333333	0.504761905	4.77861E-11	8.27454E-10	3.14433E-08
5876	PNEC	RALYL	2.124375296	0.833333333	0.512380952	5.66304E-11	9.55456E-10	3.72628E-08
5880	PNEC	KCNH2	0.385485011	0.541666667	0.127619048	9.20887E-11	1.40586E-09	6.05944E-08
5883	PNEC	ENSG00000256995	1.394031847	0.833333333	0.535238095	1.06577E-10	1.52451E-09	7.01276E-08
5885	PNEC	MYT1L	1.149963348	0.791666667	0.424761905	1.57506E-10	2.15915E-09	1.03639E-07
5886	PNEC	KCNJ6	0.943989979	0.75	0.344761905	1.83822E-10	2.46847E-09	1.20955E-07
5887	PNEC	TMEM108	1.240358912	0.875	0.716190476	2.39036E-10	3.11138E-09	1.57286E-07
5888	PNEC	CNMD	0.631931731	0.666666667	0.236190476	2.41156E-10	3.11138E-09	1.5868E-07
5893	PNEC	SRRM4	0.632418862	0.666666667	0.245714286	5.7476E-10	6.75343E-09	3.78192E-07
5894	PNEC	NRXN1	1.549247223	0.833333333	0.620952381	6.44542E-10	7.44051E-09	4.24109E-07
5898	PNEC	UCHL1	0.527306803	0.625	0.217142857	1.64614E-09	1.77568E-08	1.08316E-06
5900	PNEC	F5	0.675812194	0.708333333	0.318095238	1.8265E-09	1.90767E-08	1.20183E-06
5901	PNEC	ELAVL4	0.458255011	0.583333333	0.182857143	2.24074E-09	2.30376E-08	1.4744E-06
5903	PNEC	DIO2	1.282333602	0.708333333	0.331428571	2.50792E-09	2.50032E-08	1.65021E-06
5905	PNEC	HOXB2	0.445675409	0.583333333	0.186666667	2.64621E-09	2.50554E-08	1.7412E-06
5906	PNEC	KCND3	1.108590374	0.791666667	0.516190476	2.66211E-09	2.50554E-08	1.75167E-06
5915	PNEC	SPHKAP	0.636527032	0.708333333	0.348571429	7.3303E-09	6.15955E-08	4.82334E-06
5927	PNEC	CTNND2	1.003875866	0.791666667	0.607619048	3.2248E-08	2.35769E-07	2.12192E-05
5941	PNEC	SNAP25-AS1	0.924988642	0.666666667	0.356190476	1.71934E-07	1.08781E-06	0.000113133
5944	PNEC	GRIK2	1.03472091	0.791666667	0.620952381	1.97776E-07	1.21623E-06	0.000130137
5947	PNEC	DNAJC12	0.794455902	0.708333333	0.453333333	2.33385E-07	1.39607E-06	0.000153567
5950	PNEC	MMP16	0.626893931	0.625	0.302857143	3.083E-07	1.79523E-06	0.000202861
5951	PNEC	PAK3	0.601638801	0.666666667	0.373333333	3.57648E-07	2.06432E-06	0.000235332
5952	PNEC	TCEAL3	0.648525058	0.791666667	0.731428571	3.74782E-07	2.1444E-06	0.000246606
5954	PNEC	DACH2	0.815817404	0.791666667	0.718095238	3.82647E-07	2.15198E-06	0.000251782
5959	PNEC	KCNIP4	1.818129913	0.75	0.643809524	6.3078E-07	3.40208E-06	0.000415054
5961	PNEC	KCNH8	0.794827648	0.75	0.558095238	6.75482E-07	3.58441E-06	0.000444467
5963	PNEC	FIGNL1	0.770715473	0.666666667	0.4	7.84629E-07	4.0975E-06	0.000516286
5964	PNEC	DGKB	0.89552623	0.708333333	0.504761905	8.39637E-07	4.34146E-06	0.000552481
5966	PNEC	MTMR7	0.742461243	0.75	0.620952381	8.94253E-07	4.56138E-06	0.000588419
5971	PNEC	SNRPN	0.717878556	0.791666667	0.843809524	1.01634E-06	4.9907E-06	0.000668754
5975	PNEC	BEX2	0.669413629	0.75	0.620952381	1.28569E-06	6.12264E-06	0.000845982
5977	PNEC	FSTL4	0.746736493	0.708333333	0.497142857	1.44618E-06	6.79704E-06	0.000951585
5983	PNEC	DIRAS3	0.675820514	0.541666667	0.234285714	2.03326E-06	9.16361E-06	0.001337887
5984	PNEC	ENSG00000241956	1.397933431	0.708333333	0.55047619	2.04989E-06	9.17572E-06	0.001348831
5988	PNEC	ANO5	0.469219095	0.625	0.346666667	2.22178E-06	9.68166E-06	0.001461931
5990	PNEC	GABRB3	0.771011891	0.708333333	0.542857143	2.45911E-06	1.05758E-05	0.001618097
5992	PNEC	KCNB2	0.60415713	0.625	0.36	3.00515E-06	1.27573E-05	0.001977385
5995	PNEC	SYP	0.563161378	0.625	0.36	4.24239E-06	1.76677E-05	0.002791492
5997	PNEC	SEZ6L	0.730383364	0.625	0.373333333	4.90516E-06	2.01317E-05	0.003227594
6005	PNEC	UNC80	0.538813993	0.583333333	0.316190476	7.60317E-06	2.97791E-05	0.005002886
6011	PNEC	CADM2	1.072912185	0.708333333	0.626666667	9.71118E-06	3.67239E-05	0.006389957
6014	PNEC	KCNH7	0.624866801	0.625	0.396190476	1.06147E-05	3.9459E-05	0.006984441
6015	PNEC	SYT7	0.389928828	0.583333333	0.325714286	1.06743E-05	3.9459E-05	0.007023706
6019	PNEC	ENSG00000227400	0.72114074	0.625	0.398095238	1.16052E-05	4.19574E-05	0.00763624
6030	PNEC	EIF4A2	0.543506144	0.833333333	0.921904762	1.82655E-05	6.22729E-05	0.01201867
6036	PNEC	FAM168A	0.623831003	0.791666667	0.883809524	2.17463E-05	7.1905E-05	0.014309089
6037	PNEC	SYT14	0.493892022	0.625	0.411428571	2.20806E-05	7.26452E-05	0.014529034
6040	PNEC	GNG4	0.785160237	0.625	0.426666667	2.42613E-05	7.86401E-05	0.015963946
6044	PNEC	GALNT13	0.682813635	0.666666667	0.516190476	2.95892E-05	9.40564E-05	0.019469682
6046	PNEC	HS3ST2	0.438305843	0.541666667	0.285714286	3.14861E-05	9.89792E-05	0.020717882
6049	PNEC	ANO4	0.581074561	0.625	0.424761905	3.35039E-05	0.000103989	0.022045586
6050	PNEC	UNC79	0.670848189	0.666666667	0.542857143	3.60327E-05	0.000111312	0.023709495
6063	PNEC	ASXL3	0.604165358	0.583333333	0.375238095	5.94492E-05	0.000173087	0.039117556
6064	PNEC	CRMP1	0.635881384	0.625	0.459047619	5.98702E-05	0.000173545	0.039394617
6068	PNEC	ADCY2	0.648735313	0.666666667	0.586666667	7.09522E-05	0.000202106	0.046686522
6074	PNEC	MARCH6	0.475081156	0.833333333	0.933333333	7.80234E-05	0.000216622	0.051339393
6079	PNEC	FAM171B	0.618079883	0.583333333	0.39047619	9.03029E-05	0.000245534	0.059419332
6081	PNEC	NAXE	0.742342751	0.708333333	0.739047619	0.000101542	0.00027383	0.066814545
6082	PNEC	GDAP1	0.561671811	0.666666667	0.580952381	0.000102413	0.000275053	0.067388081
6083	PNEC	NDUFA5	0.498174847	0.75	0.80952381	0.000103561	0.000277005	0.068143211
6084	PNEC	BRINP1	0.675735681	0.583333333	0.398095238	0.000104618	0.000278699	0.068838536
6086	PNEC	ENSG00000263620	0.584274195	0.75	0.859047619	0.000109954	0.000290562	0.072349903
6089	PNEC	NFASC	0.64349097	0.541666667	0.327619048	0.00011568	0.000302053	0.076117474
6104	PNEC	MRPL33	0.552392897	0.833333333	0.900952381	0.000165791	0.000408578	0.10909034
6113	PNEC	MTMR3	0.509249198	0.791666667	0.845714286	0.000217114	0.000517613	0.142861188
6120	PNEC	RAB2A	0.393955594	0.833333333	0.937142857	0.0002451	0.00056988	0.16127611
6148	PNEC	HAGH	0.459674831	0.708333333	0.735238095	0.000528383	0.00111793	0.347676328
6154	PNEC	MAP7	0.470367382	0.75	0.902857143	0.00058515	0.001214602	0.385028776
6158	PNEC	ATP9B	0.38003849	0.75	0.872380952	0.000652233	0.001336976	0.429169183
6169	PNEC	LINC01376	0.541421443	0.708333333	0.737142857	0.000900743	0.001781886	0.592688834
6171	PNEC	PON3	0.487588875	0.583333333	0.48952381	0.000909292	0.001791359	0.598313943
6177	PNEC	NALCN	0.464865654	0.541666667	0.4	0.001056339	0.002044327	0.695071285
6178	PNEC	DYNC1I1	0.42552856	0.583333333	0.485714286	0.001079717	0.002083442	0.710453677
6184	PNEC	ABCA5	0.457836057	0.708333333	0.782857143	0.001220336	0.002309665	0.802981326
6186	PNEC	AMBRA1	0.317433715	0.833333333	0.948571429	0.001225802	0.00231111	0.806577538
6188	PNEC	C3orf14	0.461731849	0.583333333	0.502857143	0.001267028	0.002375226	0.833704326
6194	PNEC	HP1BP3	0.51427555	0.791666667	0.84952381	0.001428223	0.00263241	0.939770447
6200	PNEC	PRKACB	0.499973789	0.625	0.607619048	0.00151041	0.002737878	0.993849703
6209	PNEC	IL20RA	0.317372044	0.583333333	0.613333333	0.024593346	0.029369186	1
6211	PNEC	PLEKHB1	0.34502709	0.541666667	0.428571429	0.003889758	0.005994053	1
6223	PNEC	NDUFB4	0.424245675	0.75	0.864761905	0.002329922	0.003910941	1
6241	PNEC	CNOT4	0.339384202	0.708333333	0.862857143	0.007452202	0.010488173	1
6249	PNEC	RGS17	0.341559736	0.541666667	0.506666667	0.015235661	0.019504018	1
6258	PNEC	BEX4	0.426428701	0.625	0.714285714	0.007637305	0.010696799	1
6272	PNEC	PRMT8	0.537709082	0.583333333	0.525714286	0.00230164	0.003883279	1
6279	PNEC	FGF12	0.550487431	0.583333333	0.55047619	0.003680032	0.005751689	1
6284	PNEC	COX7A2L	0.418034873	0.708333333	0.841904762	0.002101724	0.003573474	1
6285	PNEC	MARK1	0.314925596	0.583333333	0.552380952	0.006624954	0.009538774	1
6313	PNEC	PEMT	0.383672557	0.583333333	0.666666667	0.017388637	0.021752326	1
6326	PNEC	GREB1L	0.636503574	0.625	0.685714286	0.003613092	0.005660511	1
6327	PNEC	MIEN1	0.352685446	0.625	0.714285714	0.018080793	0.022489908	1
6328	PNEC	CACNA1A	0.657540571	0.625	0.67047619	0.004000024	0.006149569	1
6334	PNEC	CDH18	0.485079443	0.583333333	0.594285714	0.00658371	0.009500178	1
6335	PNEC	TENM2	0.499047672	0.583333333	0.619047619	0.039988324	0.046243089	1
6338	PNEC	TMEM181	0.358969218	0.625	0.784761905	0.019729705	0.024265694	1
6341	PNEC	POLR2K	0.308958783	0.625	0.784761905	0.019939771	0.024478301	1
6343	PNEC	MFSD14B	0.378476081	0.708333333	0.862857143	0.004633903	0.006977365	1
6369	PNEC	MED27	0.41429349	0.666666667	0.819047619	0.014612676	0.018816322	1
6374	PNEC	MEAF6	0.327678731	0.708333333	0.805714286	0.002727614	0.00443153	1
6381	PNEC	HCN1	0.583718993	0.583333333	0.537142857	0.002309199	0.003886069	1
6382	PNEC	CAMLG	0.424671901	0.625	0.76	0.012566923	0.016472182	1
6395	PNEC	ENSG00000170089	0.378895184	0.583333333	0.63047619	0.020247867	0.024718175	1
6406	PNEC	HECTD4	0.445799437	0.75	0.878095238	0.001866249	0.003240084	1
6407	PNEC	ZNF483	0.427904046	0.625	0.733333333	0.00732326	0.010362807	1
6408	PNEC	SEZ6L2	0.482701017	0.541666667	0.55047619	0.015567868	0.019775399	1
6411	PNEC	LCORL	0.555672509	0.666666667	0.784761905	0.002368908	0.003946181	1
6412	PNEC	CA8	0.48279758	0.541666667	0.48	0.009017988	0.012362159	1
6414	PNEC	CSRNP3	0.375497541	0.541666667	0.518095238	0.010512821	0.014146086	1
6415	PNEC	RPH3AL	0.403239976	0.625	0.761904762	0.030210729	0.035688797	1
6441	PNEC	LAMTOR4	0.301072691	0.708333333	0.876190476	0.022273499	0.026941107	1
6444	PNEC	CPNE4	0.514238752	0.583333333	0.674285714	0.038719351	0.044933568	1
6448	PNEC	SVIP	0.504144776	0.625	0.742857143	0.005673163	0.008445569	1
6470	PNEC	RPS27AP16	0.424421771	0.666666667	0.857142857	0.041493029	0.047731491	1
6473	PNEC	ENSG00000231918	0.57253101	0.625	0.638095238	0.006763519	0.009674773	1
6491	PNEC	ENSG00000259805	0.419114294	0.708333333	0.801904762	0.002992874	0.004779881	1
6492	PNEC	SNHG19	0.354954851	0.583333333	0.71047619	0.034999653	0.040832929	1
11000	Lymphatic	NTS	0.799264307	0.931506849	0.074336283	6.36629E-85	3.80068E-82	3.80068E-82
31000	Lymphatic	SCN3B	0.393674772	0.931506849	0.115044248	1.66564E-71	3.31463E-69	9.94389E-69
51000	Lymphatic	TBX1	1.270632234	0.98630137	0.201769912	1.2067E-64	1.4408E-62	7.20402E-62
6496	Lymphatic	ENSG00000267583	0.686438254	0.917808219	0.16460177	4.69807E-61	4.67458E-59	2.80475E-58
8100	Lymphatic	PARD6G	0.531355351	0.95890411	0.203539823	3.79337E-59	2.8308E-57	2.26464E-56
9100	Lymphatic	CCL21	4.146535965	1	0.286725664	3.13808E-58	2.0816E-56	1.87344E-55
10100	Lymphatic	PTPN3	0.495515529	0.917808219	0.198230088	5.4429E-56	3.24941E-54	3.24941E-53
11100	Lymphatic	ACKR2	0.342399017	0.890410959	0.168141593	9.06202E-54	4.9182E-52	5.41002E-51
14100	Lymphatic	FLT4	0.623125869	0.95890411	0.267256637	1.65307E-51	7.04914E-50	9.8688E-49
15100	Lymphatic	SV2B	0.338754422	0.931506849	0.231858407	2.49527E-50	9.93119E-49	1.48968E-47
16100	Lymphatic	STON2	0.98328123	1	0.362831858	5.62374E-50	2.09836E-48	3.35737E-47
17100	Lymphatic	KLHL4	0.626910422	0.945205479	0.286725664	1.9799E-49	6.95293E-48	1.182E-46
19100	Lymphatic	TM4SF18	0.435631533	0.945205479	0.226548673	5.95802E-48	1.87207E-46	3.55694E-45
20100	Lymphatic	SEMA3D	0.751103585	0.945205479	0.315044248	2.5122E-47	7.49891E-46	1.49978E-44
24100	Lymphatic	RELN	0.824199522	0.931506849	0.313274336	1.2258E-45	3.04918E-44	7.31803E-43
26100	Lymphatic	SEMA3A	1.488992625	0.98630137	0.49380531	6.03913E-45	1.38668E-43	3.60536E-42
27100	Lymphatic	CASP17P	0.722205516	0.98630137	0.43539823	1.69546E-44	3.74379E-43	1.01219E-41
29100	Lymphatic	LINC02147	1.073822013	0.98630137	0.408849558	4.40168E-44	9.06139E-43	2.6278E-41
34100	Lymphatic	LIMS3	0.417438724	0.876712329	0.25840708	1.93998E-41	3.35625E-40	1.15817E-38
37100	Lymphatic	PGM5	0.960702567	0.97260274	0.490265487	3.0413E-41	4.90717E-40	1.81565E-38
43100	Lymphatic	PCSK6	0.535526018	0.931506849	0.350442478	8.67754E-40	1.20477E-38	5.18049E-37
48100	Lymphatic	SMAD1	0.710928633	0.945205479	0.446017699	9.27557E-39	1.15365E-37	5.53752E-36
51100	Lymphatic	ENSG00000223786	0.721593934	0.917808219	0.384070796	4.34788E-38	5.08957E-37	2.59568E-35
57100	Lymphatic	LAYN	0.317483395	0.904109589	0.348672566	1.0445E-36	1.09397E-35	6.23564E-34
60100	Lymphatic	GGTA1P	0.341718476	0.890410959	0.309734513	3.92476E-36	3.90514E-35	2.34308E-33
61100	Lymphatic	GRAPL	0.316754306	0.890410959	0.284955752	4.50915E-36	4.41305E-35	2.69196E-33
6710	Lymphatic	LYVE1	0.758077945	0.945205479	0.431858407	1.51898E-35	1.35348E-34	9.06829E-33
7710	Lymphatic	ABHD17B	0.563394433	0.945205479	0.555752212	1.58929E-33	1.23222E-32	9.48806E-31
7910	Lymphatic	IPO11	0.444744903	0.945205479	0.539823009	2.49624E-33	1.8864E-32	1.49025E-30
8210	Lymphatic	PDE1A	0.567186977	0.945205479	0.453097345	4.29929E-33	3.1301E-32	2.56668E-30
9010	Lymphatic	OSBP2	0.448962468	0.904109589	0.456637168	6.65409E-32	4.41388E-31	3.97249E-29
9710	Lymphatic	LY96	0.508278272	0.945205479	0.557522124	2.0901E-31	1.28638E-30	1.24779E-28
9910	Lymphatic	STK32B	0.388909474	0.876712329	0.384070796	6.6183E-31	3.99103E-30	3.95112E-28
10510	Lymphatic	SLC7A1	0.380754291	0.904109589	0.414159292	3.96311E-30	2.25331E-29	2.36598E-27
10810	Lymphatic	PRR5	0.308204049	0.876712329	0.375221239	2.19044E-29	1.21083E-28	1.30769E-26
11610	Lymphatic	PALM	0.371304373	0.945205479	0.525663717	1.43251E-28	7.37248E-28	8.55208E-26
11710	Lymphatic	TSTA3	0.325724672	0.876712329	0.442477876	2.44412E-28	1.24713E-27	1.45914E-25
12210	Lymphatic	VPS35L	0.458481332	0.97260274	0.661946903	1.32496E-27	6.48363E-27	7.91003E-25
12710	Lymphatic	AFAP1L1	0.379670407	0.945205479	0.499115044	6.54711E-27	3.07766E-26	3.90862E-24
13010	Lymphatic	PLD1	0.5586732	0.95890411	0.582300885	7.82362E-27	3.59285E-26	4.6707E-24
13210	Lymphatic	PRXL2A	0.300545186	0.890410959	0.442477876	1.22483E-26	5.50062E-26	7.31222E-24
13510	Lymphatic	LRP5	0.349400151	0.917808219	0.50619469	4.07971E-26	1.80414E-25	2.43558E-23
14910	Lymphatic	ANGPT2	0.329577473	0.890410959	0.426548673	3.34255E-24	1.33927E-23	1.99551E-21
15110	Lymphatic	BCAR1	0.336161365	0.945205479	0.617699115	4.14099E-24	1.63075E-23	2.47217E-21
15410	Lymphatic	AQP7P1	0.354819386	0.904109589	0.392920354	5.25273E-24	2.03629E-23	3.13588E-21
15610	Lymphatic	KANK3	0.51416166	0.97260274	0.651327434	8.76759E-24	3.35529E-23	5.23425E-21
16310	Lymphatic	HEBP1	0.317860005	0.904109589	0.54159292	4.70719E-23	1.71606E-22	2.81019E-20
16710	Lymphatic	GGT5	0.326300292	0.890410959	0.442477876	8.72791E-23	3.1201E-22	5.21056E-20
17210	Lymphatic	FRMD6	0.302910257	0.890410959	0.437168142	2.03958E-22	7.07925E-22	1.21763E-19
18410	Lymphatic	TIE1	0.345185214	0.95890411	0.477876106	2.08198E-20	6.75513E-20	1.24294E-17
19810	Lymphatic	RGS16	0.339422562	0.835616438	0.414159292	3.76939E-19	1.13653E-18	2.25033E-16
22010	Lymphatic	SCAPER	0.336469431	0.97260274	0.792920354	4.50762E-18	1.2232E-17	2.69105E-15
24410	Lymphatic	EPS15	0.411020372	0.98630137	0.847787611	1.24099E-16	3.03636E-16	7.40872E-14
59910	Fibroblast	CXCL14	0.601254158	0.878378378	0.102836879	3.31526E-67	1.09735E-64	2.1947E-64
60010	Fibroblast	SCARA5	0.913212188	0.959459459	0.170212766	2.79658E-66	6.17112E-64	1.85133E-63
60110	Fibroblast	MFAP5	1.622091717	0.972972973	0.184397163	4.58626E-66	7.59026E-64	3.03611E-63
60310	Fibroblast	PI16	0.868126034	0.945945946	0.163120567	8.96293E-66	9.8891E-64	5.93346E-63
60410	Fibroblast	SFRP2	1.787371043	0.972972973	0.173758865	6.46863E-65	6.11747E-63	4.28223E-62
60610	Fibroblast	PODN	0.350163917	0.905405405	0.141843972	9.56467E-59	7.03535E-57	6.33181E-56
60710	Fibroblast	CD248	0.706735582	0.959459459	0.191489362	1.65368E-58	1.09474E-56	1.09474E-55
60810	Fibroblast	ENSG00000258399	0.47650141	0.959459459	0.179078014	3.32716E-57	2.00235E-55	2.20258E-54
61110	Fibroblast	ABCA9-AS1	0.351715105	0.878378378	0.154255319	2.54104E-51	1.20155E-49	1.68217E-48
61410	Fibroblast	TWIST2	0.51442176	0.905405405	0.205673759	5.93749E-50	2.23915E-48	3.93062E-47
61510	Fibroblast	OMD	0.432957998	0.918918919	0.203900709	6.08831E-50	2.23915E-48	4.03046E-47
61610	Fibroblast	HTRA3	0.628443626	0.891891892	0.205673759	1.94592E-49	6.77999E-48	1.2882E-46
61710	Fibroblast	SFRP4	0.802386472	0.891891892	0.207446809	2.26319E-49	7.49117E-48	1.49823E-46
61810	Fibroblast	SFRP1	0.394017658	0.905405405	0.207446809	6.86393E-49	2.16377E-47	4.54392E-46
61910	Fibroblast	MEG8	0.401422944	0.918918919	0.20212766	1.12593E-48	3.38803E-47	7.45367E-46
62710	Fibroblast	FBLN2	0.967695083	0.972972973	0.381205674	3.04392E-47	6.71691E-46	2.01507E-44
63910	Fibroblast	H19	0.360329489	0.810810811	0.171985816	2.18799E-44	3.4487E-43	1.44845E-41
64010	Fibroblast	CHRDL1	0.547768433	0.918918919	0.276595745	6.91895E-44	1.0652E-42	4.58035E-41
64610	Fibroblast	SPOCK1	0.680965829	0.945945946	0.361702128	1.98236E-42	2.67821E-41	1.31232E-39
6501	Fibroblast	CTSK	0.629144899	0.959459459	0.368794326	6.28143E-42	7.84586E-41	4.15831E-39
6521	Fibroblast	LINC01239	0.362493423	0.918918919	0.274822695	1.21254E-41	1.45945E-40	8.02699E-39
6611	Fibroblast	VASN	0.356451276	0.918918919	0.25	3.61774E-40	3.7421E-39	2.39495E-37
6751	Fibroblast	DNM1	0.313854857	0.864864865	0.230496454	1.38155E-38	1.17255E-37	9.14589E-36
6791	Fibroblast	CACNB4	0.32627747	0.878378378	0.294326241	4.98597E-38	4.02526E-37	3.30071E-35
