Transcript_stable_ID	Transcript_type	Pig190723_PCLS_200304_1_trans_rcount.tr	Pig190723_PCLS_200304_2_trans_rcount.tr	Pig190723_PCLS_200304_3_trans_rcount.tr	Pig190723_PCLS_200304_4_trans_rcount.tr
ENSSSCT00000090213	protein_coding	696.0	571.0	599.0	490.0
ENSSSCT00000066565	protein_coding	724.0	611.0	624.0	517.0
ENSSSCT00000058521	protein_coding	39.0	31.0	46.0	47.0
ENSSSCT00000023061	protein_coding	46.0	59.0	57.0	46.0
ENSSSCT00000008954	protein_coding	37.0	42.0	39.0	33.0
ENSSSCT00000089732	protein_coding	45.0	58.0	58.0	46.0
ENSSSCT00000062091	protein_coding	5291.0	4519.0	5017.0	4697.0
ENSSSCT00000084522	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000027459	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000013716	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000066455	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000055674	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000052177	protein_coding	1055.0	659.0	1358.0	1172.0
ENSSSCT00000085132	protein_coding	1051.0	657.0	1351.0	1165.0
ENSSSCT00000012515	protein_coding	1246.0	807.0	1563.0	1386.0
ENSSSCT00000069749	protein_coding	1274.0	854.0	1602.0	1428.0
ENSSSCT00000078980	protein_coding	950.0	671.0	1222.0	1071.0
ENSSSCT00000007748	protein_coding	8899.0	7576.0	6992.0	7251.0
ENSSSCT00000042085	protein_coding	7134.0	5864.0	6194.0	5470.0
ENSSSCT00000049933	protein_coding	6980.0	5724.0	6036.0	5291.0
ENSSSCT00000040238	protein_coding	7105.0	5859.0	6185.0	5426.0
ENSSSCT00000059149	protein_coding	6599.0	5365.0	5650.0	5002.0
ENSSSCT00000059627	protein_coding	6943.0	5711.0	6010.0	5225.0
ENSSSCT00000045056	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000027131	protein_coding	8.0	10.0	5.0	0.0
ENSSSCT00000012874	protein_coding	2275.0	2130.0	2093.0	1847.0
ENSSSCT00000000374	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000011019	protein_coding	6821.0	5072.0	6937.0	6179.0
ENSSSCT00000078808	protein_coding	4727.0	3309.0	4813.0	4496.0
ENSSSCT00000055243	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000014838	protein_coding	213.0	154.0	319.0	178.0
ENSSSCT00000053292	protein_coding	217.0	154.0	322.0	178.0
ENSSSCT00000066279	protein_coding	4133.0	3544.0	2874.0	2822.0
ENSSSCT00000062312	protein_coding	355.0	280.0	332.0	273.0
ENSSSCT00000000785	protein_coding	229.0	176.0	207.0	159.0
ENSSSCT00000056365	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000043956	protein_coding	674.0	563.0	593.0	611.0
ENSSSCT00000042672	protein_coding	674.0	563.0	593.0	611.0
ENSSSCT00000031774	protein_coding	0.0	0.0	0.0	1.0
ENSSSCT00000039149	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000011018	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000006816	protein_coding	5250.0	4438.0	4467.0	4057.0
ENSSSCT00000055982	protein_coding	395.0	281.0	515.0	399.0
ENSSSCT00000057190	protein_coding	12036.0	9710.0	13201.0	11833.0
ENSSSCT00000011527	protein_coding	1503.0	1217.0	1784.0	1680.0
ENSSSCT00000032786	protein_coding	276.0	222.0	276.0	248.0
ENSSSCT00000013290	protein_coding	276.0	224.0	276.0	252.0
ENSSSCT00000033095	protein_coding	272.0	209.0	274.0	244.0
ENSSSCT00000046535	protein_coding	276.0	225.0	276.0	252.0
ENSSSCT00000079817	protein_coding	276.0	224.0	276.0	252.0
ENSSSCT00000062167	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000085803	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000082764	protein_coding	0.0	2.0	4.0	0.0
ENSSSCT00000014836	protein_coding	63.0	26.0	32.0	45.0
ENSSSCT00000072198	protein_coding	10.0	6.0	7.0	1.0
ENSSSCT00000023144	protein_coding	5572.0	4167.0	3333.0	3937.0
ENSSSCT00000039849	protein_coding	5299.0	3947.0	3125.0	3728.0
ENSSSCT00000036721	protein_coding	8052.0	6596.0	6378.0	5535.0
ENSSSCT00000070714	protein_coding	4054.0	3485.0	3672.0	2918.0
ENSSSCT00000002137	protein_coding	201.0	136.0	227.0	164.0
ENSSSCT00000056378	protein_coding	197.0	119.0	227.0	173.0
ENSSSCT00000080278	protein_coding	24.0	12.0	14.0	7.0
ENSSSCT00000055963	protein_coding	4279.0	3371.0	3529.0	2907.0
ENSSSCT00000052768	protein_coding	4334.0	3425.0	3592.0	2957.0
ENSSSCT00000044097	protein_coding	4335.0	3411.0	3595.0	2951.0
ENSSSCT00000089536	protein_coding	4332.0	3412.0	3597.0	2951.0
ENSSSCT00000054948	protein_coding	4170.0	3235.0	3428.0	2830.0
ENSSSCT00000076838	protein_coding	4112.0	3198.0	3375.0	2778.0
ENSSSCT00000080113	protein_coding	4282.0	3368.0	3529.0	2902.0
ENSSSCT00000068176	protein_coding	4128.0	3259.0	3428.0	2817.0
ENSSSCT00000010422	protein_coding	1828.0	1495.0	1521.0	1222.0
ENSSSCT00000029324	protein_coding	21011.0	17127.0	20961.0	16211.0
ENSSSCT00000011528	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000073055	protein_coding	2326.0	1931.0	2270.0	1854.0
ENSSSCT00000012875	protein_coding	3516.0	2828.0	3278.0	2628.0
ENSSSCT00000067642	protein_coding	2444.0	1884.0	2204.0	1723.0
ENSSSCT00000012514	protein_coding	1206.0	906.0	1475.0	1137.0
ENSSSCT00000045252	protein_coding	1293.0	964.0	1547.0	1243.0
ENSSSCT00000077920	protein_coding	595.0	412.0	785.0	636.0
ENSSSCT00000089872	pseudogene	16.0	26.0	7.0	4.0
ENSSSCT00000083547	pseudogene	23.0	13.0	12.0	13.0
ENSSSCT00000053795	protein_coding	7770.0	6270.0	7201.0	7118.0
ENSSSCT00000059743	protein_coding	7183.0	5882.0	6973.0	6883.0
ENSSSCT00000065408	protein_coding	7017.0	5717.0	6771.0	6663.0
ENSSSCT00000062684	protein_coding	7360.0	6003.0	7066.0	6969.0
ENSSSCT00000064553	protein_coding	6699.0	5446.0	6420.0	6396.0
ENSSSCT00000065942	protein_coding	6773.0	5523.0	6579.0	6428.0
ENSSSCT00000079634	pseudogene	43.0	24.0	19.0	23.0
ENSSSCT00000052453	protein_coding	1607.0	1250.0	1781.0	1676.0
ENSSSCT00000047517	protein_coding	4582.0	4050.0	2393.0	2711.0
ENSSSCT00000064186	protein_coding	4582.0	4050.0	2393.0	2711.0
ENSSSCT00000059525	protein_coding	4579.0	4044.0	2392.0	2710.0
ENSSSCT00000015589	protein_coding	4208.0	3737.0	2057.0	2376.0
ENSSSCT00000056234	protein_coding	2980.0	2795.0	1170.0	1467.0
ENSSSCT00000046870	protein_coding	1384.0	1317.0	244.0	330.0
ENSSSCT00000046940	protein_coding	831.0	822.0	132.0	153.0
ENSSSCT00000075741	protein_coding	1210.0	1046.0	1013.0	1077.0
ENSSSCT00000056273	protein_coding	1086.0	950.0	903.0	954.0
ENSSSCT00000075167	protein_coding	1092.0	928.0	927.0	997.0
ENSSSCT00000038197	protein_coding	1016.0	847.0	848.0	936.0
ENSSSCT00000057923	protein_coding	994.0	854.0	870.0	909.0
ENSSSCT00000007747	protein_coding	1111.0	970.0	914.0	977.0
ENSSSCT00000046508	protein_coding	1113.0	971.0	931.0	736.0
ENSSSCT00000005635	protein_coding	1122.0	987.0	945.0	765.0
ENSSSCT00000051656	protein_coding	1122.0	985.0	944.0	764.0
ENSSSCT00000087331	protein_coding	1115.0	986.0	932.0	748.0
ENSSSCT00000013718	protein_coding	27.0	18.0	27.0	12.0
ENSSSCT00000046563	protein_coding	4.0	0.0	0.0	4.0
ENSSSCT00000009418	protein_coding	4.0	0.0	0.0	4.0
ENSSSCT00000080946	protein_coding	0.0	5.0	2.0	5.0
ENSSSCT00000048784	protein_coding	0.0	3.0	2.0	5.0
ENSSSCT00000091386	protein_coding	0.0	3.0	2.0	5.0
ENSSSCT00000008547	protein_coding	0.0	3.0	2.0	5.0
ENSSSCT00000080710	protein_coding	0.0	2.0	2.0	5.0
ENSSSCT00000081347	protein_coding	0.0	3.0	0.0	5.0
ENSSSCT00000051690	protein_coding	776.0	771.0	728.0	659.0
ENSSSCT00000003122	protein_coding	7010.0	5740.0	7358.0	6130.0
ENSSSCT00000065056	protein_coding	3642.0	3126.0	4061.0	3172.0
ENSSSCT00000049403	protein_coding	474.0	390.0	311.0	400.0
ENSSSCT00000087432	protein_coding	470.0	390.0	309.0	400.0
ENSSSCT00000011531	protein_coding	2425.0	2094.0	1904.0	1746.0
ENSSSCT00000036004	protein_coding	52.0	44.0	115.0	64.0
ENSSSCT00000076833	protein_coding	84.0	76.0	134.0	98.0
ENSSSCT00000034687	protein_coding	84.0	76.0	132.0	98.0
ENSSSCT00000032714	protein_coding	48.0	41.0	99.0	57.0
ENSSSCT00000070725	protein_coding	97.0	55.0	130.0	93.0
ENSSSCT00000011017	protein_coding	57.0	41.0	99.0	59.0
ENSSSCT00000040941	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000040896	protein_coding	7370.0	6869.0	4312.0	4917.0
ENSSSCT00000026520	protein_coding	7318.0	6838.0	4292.0	4903.0
ENSSSCT00000017680	protein_coding	7320.0	6837.0	4294.0	4903.0
ENSSSCT00000044820	protein_coding	7383.0	6874.0	4311.0	4924.0
ENSSSCT00000063091	protein_coding	7133.0	6742.0	4169.0	4803.0
ENSSSCT00000012513	protein_coding	14882.0	13574.0	15986.0	14931.0
ENSSSCT00000086727	protein_coding	554.0	360.0	366.0	309.0
ENSSSCT00000043041	protein_coding	550.0	374.0	389.0	312.0
ENSSSCT00000058550	protein_coding	537.0	358.0	369.0	294.0
ENSSSCT00000083112	protein_coding	602.0	375.0	388.0	316.0
ENSSSCT00000025675	protein_coding	577.0	267.0	498.0	388.0
ENSSSCT00000014837	protein_coding	578.0	270.0	498.0	387.0
ENSSSCT00000068932	protein_coding	584.0	271.0	502.0	390.0
ENSSSCT00000073557	protein_coding	584.0	271.0	502.0	391.0
ENSSSCT00000069892	protein_coding	485.0	215.0	365.0	293.0
ENSSSCT00000061005	protein_coding	1982.0	1621.0	955.0	793.0
ENSSSCT00000031830	protein_coding	2454.0	1980.0	1056.0	900.0
ENSSSCT00000006817	protein_coding	2359.0	1922.0	1043.0	893.0
ENSSSCT00000048637	protein_coding	2370.0	1930.0	1046.0	875.0
ENSSSCT00000076885	protein_coding	17.0	15.0	4.0	3.0
ENSSSCT00000013294	protein_coding	34.0	19.0	4.0	10.0
ENSSSCT00000061129	protein_coding	7926.0	6973.0	6733.0	6304.0
ENSSSCT00000041460	protein_coding	9939.0	8998.0	8211.0	7882.0
ENSSSCT00000002138	protein_coding	2.0	9.0	8.0	8.0
ENSSSCT00000066854	protein_coding	2.0	7.0	7.0	8.0
ENSSSCT00000086304	protein_coding	1.0	1.0	0.0	0.0
ENSSSCT00000012512	protein_coding	54.0	34.0	65.0	97.0
ENSSSCT00000000786	protein_coding	2751.0	2496.0	2639.0	2133.0
ENSSSCT00000037193	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000078184	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000030488	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000085267	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000077703	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000011532	protein_coding	1814.0	1617.0	1808.0	1420.0
ENSSSCT00000060654	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000090116	protein_coding	0.0	0.0	4.0	0.0
ENSSSCT00000032151	protein_coding	6348.0	5591.0	4353.0	4240.0
ENSSSCT00000057247	protein_coding	8054.0	6904.0	5626.0	5456.0
ENSSSCT00000037486	protein_coding	4008.0	2940.0	2683.0	2798.0
ENSSSCT00000051779	protein_coding	607.0	341.0	1306.0	690.0
ENSSSCT00000025398	protein_coding	1497.0	896.0	1518.0	1574.0
ENSSSCT00000034012	protein_coding	931.0	919.0	666.0	732.0
ENSSSCT00000091445	protein_coding	935.0	926.0	676.0	737.0
ENSSSCT00000013720	protein_coding	938.0	928.0	676.0	737.0
ENSSSCT00000084776	protein_coding	960.0	935.0	681.0	761.0
ENSSSCT00000072973	protein_coding	947.0	939.0	683.0	739.0
ENSSSCT00000087496	protein_coding	944.0	930.0	682.0	741.0
ENSSSCT00000089021	protein_coding	697.0	700.0	507.0	505.0
ENSSSCT00000067782	protein_coding	702.0	699.0	503.0	503.0
ENSSSCT00000086886	protein_coding	904.0	902.0	640.0	707.0
ENSSSCT00000030886	protein_coding	2613.0	1838.0	2428.0	2925.0
ENSSSCT00000083029	protein_coding	6.0	1.0	1.0	0.0
ENSSSCT00000054455	protein_coding	2423.0	2068.0	1588.0	1502.0
ENSSSCT00000043281	protein_coding	2505.0	2099.0	1599.0	1553.0
ENSSSCT00000040568	protein_coding	26.0	25.0	31.0	37.0
ENSSSCT00000042429	protein_coding	38.0	30.0	50.0	58.0
ENSSSCT00000003123	protein_coding	31.0	24.0	45.0	55.0
ENSSSCT00000046038	protein_coding	2878.0	2535.0	2662.0	1903.0
ENSSSCT00000055378	protein_coding	2730.0	2443.0	2543.0	1818.0
ENSSSCT00000016766	protein_coding	2783.0	2450.0	2564.0	1872.0
ENSSSCT00000058075	protein_coding	2248.0	1907.0	2120.0	1542.0
ENSSSCT00000079877	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000009419	protein_coding	445.0	256.0	417.0	344.0
ENSSSCT00000012876	protein_coding	411.0	375.0	301.0	283.0
ENSSSCT00000024882	protein_coding	169.0	145.0	122.0	129.0
ENSSSCT00000039630	protein_coding	171.0	150.0	132.0	129.0
ENSSSCT00000070421	pseudogene	1.0	0.0	3.0	0.0
ENSSSCT00000080626	pseudogene	17.0	8.0	6.0	6.0
ENSSSCT00000012003	protein_coding	410.0	259.0	406.0	377.0
ENSSSCT00000053863	pseudogene	0.0	0.0	0.0	0.0
ENSSSCT00000008546	protein_coding	1708.0	1099.0	1935.0	2256.0
ENSSSCT00000052230	protein_coding	1.0	0.0	0.0	0.0
ENSSSCT00000079127	protein_coding	1360.0	1109.0	1406.0	1138.0
ENSSSCT00000052131	protein_coding	1420.0	1168.0	1531.0	1096.0
ENSSSCT00000042822	protein_coding	1634.0	1300.0	1739.0	1324.0
ENSSSCT00000011533	protein_coding	1381.0	1119.0	1479.0	1037.0
ENSSSCT00000088834	protein_coding	1351.0	1122.0	1476.0	1043.0
ENSSSCT00000005639	protein_coding	0.0	2.0	0.0	2.0
ENSSSCT00000066197	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000055391	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000064001	protein_coding	330.0	259.0	295.0	309.0
ENSSSCT00000060593	protein_coding	5638.0	4878.0	5439.0	5271.0
ENSSSCT00000008956	protein_coding	326.0	259.0	288.0	309.0
ENSSSCT00000057483	protein_coding	5222.0	4512.0	5003.0	4870.0
ENSSSCT00000008958	protein_coding	5432.0	4702.0	5237.0	5067.0
ENSSSCT00000041618	protein_coding	5461.0	4718.0	5257.0	5087.0
ENSSSCT00000047506	protein_coding	5460.0	4708.0	5254.0	5081.0
ENSSSCT00000064015	protein_coding	5609.0	4832.0	5412.0	5228.0
ENSSSCT00000073431	pseudogene	4.0	4.0	10.0	6.0
ENSSSCT00000088080	pseudogene	23.0	39.0	17.0	27.0
ENSSSCT00000012518	protein_coding	3712.0	2620.0	4199.0	4303.0
ENSSSCT00000037523	protein_coding	3549.0	2525.0	3980.0	4077.0
ENSSSCT00000065124	protein_coding	3507.0	2491.0	3932.0	4042.0
ENSSSCT00000046274	protein_coding	11458.0	8627.0	7644.0	8053.0
ENSSSCT00000041046	protein_coding	11447.0	8617.0	7630.0	8048.0
ENSSSCT00000039964	protein_coding	7593.0	5529.0	4922.0	5085.0
ENSSSCT00000055631	protein_coding	3849.0	3065.0	2692.0	2957.0
ENSSSCT00000082302	protein_coding	63025.0	57891.0	59561.0	56598.0
ENSSSCT00000010426	protein_coding	65029.0	59444.0	61217.0	58183.0
ENSSSCT00000014831	protein_coding	205.0	200.0	333.0	261.0
ENSSSCT00000033903	protein_coding	522.0	355.0	637.0	547.0
ENSSSCT00000012005	protein_coding	470.0	322.0	586.0	476.0
ENSSSCT00000043589	protein_coding	25848.0	19579.0	17513.0	17390.0
ENSSSCT00000090719	protein_coding	24952.0	18730.0	16652.0	16687.0
ENSSSCT00000005082	protein_coding	1712.0	1130.0	1182.0	1055.0
ENSSSCT00000072426	protein_coding	1224.0	870.0	921.0	768.0
ENSSSCT00000054124	protein_coding	81.0	40.0	52.0	63.0
ENSSSCT00000053617	protein_coding	81.0	40.0	52.0	63.0
ENSSSCT00000011016	protein_coding	78.0	34.0	52.0	63.0
ENSSSCT00000071090	protein_coding	106.0	49.0	91.0	107.0
ENSSSCT00000057519	protein_coding	145.0	127.0	254.0	152.0
ENSSSCT00000045776	protein_coding	145.0	127.0	249.0	151.0
ENSSSCT00000036701	protein_coding	136.0	127.0	239.0	147.0
ENSSSCT00000039604	protein_coding	119.0	117.0	202.0	133.0
ENSSSCT00000068339	protein_coding	152.0	127.0	251.0	151.0
ENSSSCT00000072452	protein_coding	129.0	77.0	213.0	138.0
ENSSSCT00000013721	protein_coding	49.0	49.0	40.0	56.0
ENSSSCT00000060670	protein_coding	45.0	45.0	40.0	53.0
ENSSSCT00000066440	protein_coding	43.0	43.0	39.0	54.0
ENSSSCT00000028356	protein_coding	2339.0	1883.0	2198.0	2106.0
ENSSSCT00000069526	protein_coding	65.0	18.0	58.0	25.0
ENSSSCT00000004175	protein_coding	58.0	18.0	54.0	25.0
ENSSSCT00000056587	protein_coding	63.0	18.0	57.0	25.0
ENSSSCT00000039460	protein_coding	2338.0	1993.0	2059.0	1625.0
ENSSSCT00000032925	protein_coding	682.0	632.0	592.0	553.0
ENSSSCT00000013296	protein_coding	785.0	677.0	633.0	626.0
ENSSSCT00000033664	protein_coding	533.0	519.0	476.0	431.0
ENSSSCT00000036907	protein_coding	1845.0	1459.0	1563.0	1455.0
ENSSSCT00000070561	pseudogene	17.0	25.0	22.0	13.0
ENSSSCT00000070566	protein_coding	3.0	0.0	2.0	0.0
ENSSSCT00000014830	protein_coding	3.0	0.0	2.0	0.0
ENSSSCT00000049431	protein_coding	1.0	0.0	2.0	0.0
ENSSSCT00000007749	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000084218	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000078802	protein_coding	167.0	96.0	258.0	253.0
ENSSSCT00000043916	protein_coding	171.0	95.0	263.0	249.0
ENSSSCT00000084371	protein_coding	171.0	94.0	262.0	252.0
ENSSSCT00000052431	protein_coding	172.0	96.0	263.0	255.0
ENSSSCT00000044116	protein_coding	1592.0	1294.0	1710.0	1495.0
ENSSSCT00000002139	protein_coding	36.0	23.0	66.0	66.0
ENSSSCT00000076582	protein_coding	30.0	24.0	60.0	66.0
ENSSSCT00000078550	protein_coding	590.0	363.0	618.0	711.0
ENSSSCT00000075595	protein_coding	600.0	366.0	646.0	750.0
ENSSSCT00000044111	protein_coding	646.0	394.0	696.0	788.0
ENSSSCT00000078528	protein_coding	640.0	392.0	684.0	765.0
ENSSSCT00000039170	protein_coding	596.0	364.0	635.0	730.0
ENSSSCT00000006231	protein_coding	594.0	353.0	633.0	737.0
ENSSSCT00000025290	protein_coding	638.0	381.0	679.0	772.0
ENSSSCT00000025810	protein_coding	1142.0	715.0	1151.0	895.0
ENSSSCT00000044364	protein_coding	517.0	317.0	649.0	473.0
ENSSSCT00000012004	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000063267	protein_coding	3351.0	2744.0	2962.0	2688.0
ENSSSCT00000053118	protein_coding	3506.0	2887.0	3117.0	2811.0
ENSSSCT00000051661	protein_coding	3611.0	2990.0	3270.0	2881.0
ENSSSCT00000061502	protein_coding	25.0	25.0	10.0	10.0
ENSSSCT00000023162	pseudogene	796.0	334.0	583.0	781.0
ENSSSCT00000065770	protein_coding	3358.0	2569.0	3987.0	3643.0
ENSSSCT00000008539	protein_coding	2947.0	2303.0	3495.0	3325.0
ENSSSCT00000025356	protein_coding	1035.0	624.0	1360.0	1280.0
ENSSSCT00000042856	protein_coding	1097.0	668.0	1419.0	1348.0
ENSSSCT00000074000	protein_coding	1078.0	661.0	1392.0	1317.0
ENSSSCT00000060160	protein_coding	1038.0	641.0	1371.0	1286.0
ENSSSCT00000039902	protein_coding	144.0	71.0	94.0	95.0
ENSSSCT00000006823	protein_coding	6715.0	5872.0	5883.0	5365.0
ENSSSCT00000043389	protein_coding	5499.0	4828.0	4873.0	4410.0
ENSSSCT00000046296	protein_coding	6867.0	5984.0	6047.0	5504.0
ENSSSCT00000057919	protein_coding	2.0	0.0	0.0	0.0
ENSSSCT00000012519	protein_coding	96.0	53.0	65.0	59.0
ENSSSCT00000078122	protein_coding	91.0	50.0	63.0	56.0
ENSSSCT00000065045	protein_coding	22.0	10.0	15.0	12.0
ENSSSCT00000052982	protein_coding	22.0	10.0	15.0	12.0
ENSSSCT00000054779	protein_coding	0.0	2.0	0.0	0.0
ENSSSCT00000032289	protein_coding	247.0	191.0	148.0	167.0
ENSSSCT00000013723	protein_coding	257.0	196.0	147.0	173.0
ENSSSCT00000073127	protein_coding	244.0	188.0	130.0	157.0
ENSSSCT00000012006	protein_coding	761.0	500.0	895.0	966.0
ENSSSCT00000058251	protein_coding	517.0	368.0	661.0	703.0
ENSSSCT00000017266	protein_coding	13598.0	11344.0	7313.0	7277.0
ENSSSCT00000049692	protein_coding	13536.0	11286.0	7279.0	7250.0
ENSSSCT00000079668	protein_coding	7297.0	6269.0	2153.0	2280.0
ENSSSCT00000091066	protein_coding	6322.0	5406.0	1578.0	1708.0
ENSSSCT00000033642	protein_coding	160.0	128.0	68.0	92.0
ENSSSCT00000053042	protein_coding	384.0	338.0	321.0	305.0
ENSSSCT00000042450	protein_coding	150.0	95.0	63.0	85.0
ENSSSCT00000013297	protein_coding	150.0	95.0	63.0	85.0
ENSSSCT00000051845	protein_coding	938.0	735.0	833.0	1044.0
ENSSSCT00000090054	protein_coding	727.0	561.0	692.0	866.0
ENSSSCT00000035728	protein_coding	1043.0	950.0	582.0	601.0
ENSSSCT00000091018	protein_coding	177.0	102.0	252.0	264.0
ENSSSCT00000044751	protein_coding	1417.0	972.0	1649.0	1441.0
ENSSSCT00000079169	protein_coding	1104.0	816.0	1324.0	1108.0
ENSSSCT00000050550	protein_coding	1333.0	936.0	1581.0	1322.0
ENSSSCT00000082064	protein_coding	1315.0	924.0	1554.0	1271.0
ENSSSCT00000044071	protein_coding	144.0	114.0	76.0	71.0
ENSSSCT00000009424	protein_coding	127.0	106.0	67.0	63.0
ENSSSCT00000059331	protein_coding	59.0	39.0	56.0	52.0
ENSSSCT00000059283	protein_coding	59.0	39.0	54.0	50.0
ENSSSCT00000009873	protein_coding	2708.0	2018.0	2494.0	2283.0
ENSSSCT00000053197	protein_coding	2542.0	1918.0	2378.0	2116.0
ENSSSCT00000027687	protein_coding	2648.0	1976.0	2458.0	2237.0
ENSSSCT00000065570	protein_coding	2411.0	1780.0	2233.0	2009.0
ENSSSCT00000040319	protein_coding	3712.0	2929.0	3591.0	3259.0
ENSSSCT00000005083	protein_coding	788.0	473.0	452.0	492.0
ENSSSCT00000067547	protein_coding	788.0	526.0	445.0	497.0
ENSSSCT00000012520	protein_coding	156.0	196.0	227.0	189.0
ENSSSCT00000060769	protein_coding	4944.0	4259.0	2747.0	2957.0
ENSSSCT00000015591	protein_coding	5063.0	4346.0	2785.0	2974.0
ENSSSCT00000043472	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000080429	protein_coding	22.0	0.0	12.0	6.0
ENSSSCT00000012008	protein_coding	23.0	2.0	14.0	7.0
ENSSSCT00000038698	protein_coding	1582.0	1415.0	1621.0	1773.0
ENSSSCT00000002141	protein_coding	994.0	883.0	1046.0	1131.0
ENSSSCT00000040910	protein_coding	1614.0	1449.0	1670.0	1835.0
ENSSSCT00000081527	protein_coding	616.0	553.0	715.0	898.0
ENSSSCT00000048304	protein_coding	1321.0	887.0	1671.0	1565.0
ENSSSCT00000050972	protein_coding	1346.0	916.0	1737.0	1617.0
ENSSSCT00000011023	protein_coding	1344.0	914.0	1735.0	1617.0
ENSSSCT00000058963	protein_coding	1315.0	890.0	1686.0	1567.0
ENSSSCT00000028901	protein_coding	2.0	0.0	0.0	0.0
ENSSSCT00000082593	protein_coding	2.0	0.0	0.0	0.0
ENSSSCT00000050122	protein_coding	1.0	0.0	0.0	4.0
ENSSSCT00000012521	protein_coding	1.0	0.0	0.0	4.0
ENSSSCT00000045698	protein_coding	825.0	573.0	913.0	710.0
ENSSSCT00000038378	protein_coding	398.0	309.0	483.0	378.0
ENSSSCT00000052078	protein_coding	823.0	573.0	913.0	709.0
ENSSSCT00000059323	protein_coding	826.0	574.0	913.0	714.0
ENSSSCT00000078529	protein_coding	409.0	326.0	493.0	371.0
ENSSSCT00000052579	protein_coding	405.0	316.0	485.0	364.0
ENSSSCT00000077930	protein_coding	1984.0	1842.0	2024.0	1402.0
ENSSSCT00000045524	protein_coding	2299.0	2090.0	2358.0	1623.0
ENSSSCT00000038299	protein_coding	2295.0	2096.0	2335.0	1616.0
ENSSSCT00000067045	protein_coding	1752.0	1630.0	1750.0	1189.0
ENSSSCT00000066285	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000067390	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000054146	protein_coding	0.0	4.0	0.0	0.0
ENSSSCT00000078834	protein_coding	4.0	0.0	0.0	4.0
ENSSSCT00000036652	protein_coding	2.0	0.0	0.0	4.0
ENSSSCT00000089847	protein_coding	565.0	430.0	690.0	439.0
ENSSSCT00000083494	protein_coding	488.0	340.0	563.0	317.0
ENSSSCT00000012009	protein_coding	973.0	759.0	1167.0	872.0
ENSSSCT00000072318	protein_coding	871.0	664.0	1046.0	786.0
ENSSSCT00000056349	protein_coding	6810.0	5697.0	6275.0	5410.0
ENSSSCT00000052433	protein_coding	12229.0	10435.0	7906.0	8179.0
ENSSSCT00000009425	protein_coding	11905.0	10182.0	7744.0	8035.0
ENSSSCT00000015593	protein_coding	0.0	0.0	0.0	0.0
ENSSSCT00000076150	protein_coding	1235.0	1140.0	1097.0	964.0
ENSSSCT00000087896	protein_coding	1233.0	1140.0	1099.0	960.0
ENSSSCT00000000795	protein_coding	90.0	32.0	73.0	65.0
ENSSSCT00000050127	protein_coding	178.0	72.0	181.0	135.0
ENSSSCT00000031601	protein_coding	967.0	609.0	976.0	1083.0
ENSSSCT00000083144	protein_coding	950.0	600.0	944.0	1058.0
ENSSSCT00000075679	protein_coding	11.0	7.0	9.0	5.0
ENSSSCT00000067952	protein_coding	60.0	32.0	38.0	48.0
ENSSSCT00000087575	protein_coding	56.0	30.0	38.0	44.0
ENSSSCT00000011534	protein_coding	56.0	30.0	38.0	44.0
ENSSSCT00000046647	protein_coding	60.0	28.0	84.0	109.0
ENSSSCT00000070955	protein_coding	1781.0	1326.0	2111.0	1807.0
ENSSSCT00000070970	protein_coding	3654.0	2535.0	4522.0	3614.0
ENSSSCT00000077124	protein_coding	3567.0	2437.0	4411.0	3519.0
ENSSSCT00000086113	protein_coding	1877.0	1381.0	2170.0	1849.0
ENSSSCT00000030682	protein_coding	3465.0	2450.0	4352.0	3464.0
ENSSSCT00000026699	protein_coding	3465.0	2450.0	4352.0	3464.0
