Gene_stable_ID	Gene_%_GC_content	Gene_type	NCBI_gene_ID	Gene_name	Pig190723_PCLS_200304_1_gene_rcount.gr	Pig190723_PCLS_200304_2_gene_rcount.gr	Pig190723_PCLS_200304_3_gene_rcount.gr	Pig190723_PCLS_200304_4_gene_rcount.gr
ENSSSCG00000041506	35.7	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004908	37.48	protein_coding	100153007	LMAN1	9821.0	8666.0	7447.0	6331.0
ENSSSCG00000011632	37.55	protein_coding	100521403	---	893.0	641.0	789.0	618.0
ENSSSCG00000005995	36.47	protein_coding	100152418	MTBP	570.0	467.0	506.0	262.0
ENSSSCG00000015607	46.3	protein_coding	100512733	HHAT	30.0	6.0	34.0	22.0
ENSSSCG00000037371	50.42	protein_coding	110256563	TMPPE	276.0	287.0	141.0	166.0
ENSSSCG00000008394	34.57	protein_coding	100526164	FANCL	615.0	585.0	619.0	498.0
ENSSSCG00000048144	57.16	protein_coding	---	---	38.0	23.0	20.0	49.0
ENSSSCG00000012272	46.37	protein_coding	100525091	ZNF157	18.0	20.0	4.0	6.0
ENSSSCG00000033278	40.21	protein_coding	100156681	ATP6V1D	4011.0	3215.0	3277.0	2931.0
ENSSSCG00000036326	56.53	protein_coding	100415907	LATS2	1304.0	823.0	1274.0	1079.0
ENSSSCG00000016067	35.61	protein_coding	100153033	STK17B	6363.0	5343.0	3458.0	4064.0
ENSSSCG00000023478	54.6	protein_coding	100628018	SLC46A1	152.0	97.0	196.0	169.0
ENSSSCG00000016957	41.13	protein_coding	397644	CD180	602.0	515.0	390.0	558.0
ENSSSCG00000007935	54.56	protein_coding	100525811	---	51.0	21.0	47.0	23.0
ENSSSCG00000047222	36.95	protein_coding	110256238	---	0.0	0.0	0.0	0.0
ENSSSCG00000039074	60.98	protein_coding	110260624	TNFRSF13C	64.0	54.0	26.0	91.0
ENSSSCG00000039054	44.81	protein_coding	100622574	CRTAP	2736.0	2150.0	3377.0	2410.0
ENSSSCG00000039015	44.13	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000001672	44.78	protein_coding	100154285	CRIP3	5.0	9.0	5.0	4.0
ENSSSCG00000017763	55.38	protein_coding	100512737	SLC13A2	0.0	0.0	0.0	0.0
ENSSSCG00000007544	57.71	protein_coding	100737805	SUN1	5119.0	3429.0	4650.0	4763.0
ENSSSCG00000008816	38.79	protein_coding	100518499	NFXL1	1896.0	1669.0	1631.0	1326.0
ENSSSCG00000042355	39.06	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002657	48.15	protein_coding	106510445	---	10.0	3.0	3.0	8.0
ENSSSCG00000023415	37.08	protein_coding	100152150	---	0.0	0.0	0.0	0.0
ENSSSCG00000011940	35.75	protein_coding	100154778	DZIP3	222.0	212.0	150.0	157.0
ENSSSCG00000013132	47.42	protein_coding	110259447	---	0.0	0.0	0.0	0.0
ENSSSCG00000006618	58.58	protein_coding	100515828	CELF3	0.0	2.0	0.0	0.0
ENSSSCG00000042240	43.64	protein_coding	100625375	---	0.0	0.0	0.0	0.0
ENSSSCG00000035755	65.55	protein_coding	102163410	SHISA8	0.0	0.0	0.0	3.0
ENSSSCG00000004909	44.31	protein_coding	100523764	CPLX4	4.0	0.0	11.0	5.0
ENSSSCG00000041397	38.71	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000028865	52.08	protein_coding	100623258	SAP18	2419.0	1722.0	2719.0	2333.0
ENSSSCG00000049203	37.65	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039997	44.33	protein_coding	110257781	ZNF41	649.0	596.0	483.0	421.0
ENSSSCG00000043735	36.47	protein_coding	---	---	4.0	0.0	0.0	0.0
ENSSSCG00000038647	43.1	protein_coding	---	---	4.0	0.0	0.0	0.0
ENSSSCG00000016606	38.86	protein_coding	100513190	ASB15	114.0	94.0	117.0	92.0
ENSSSCG00000046156	50.79	protein_coding	100628183	---	2.0	0.0	0.0	0.0
ENSSSCG00000035999	57.97	protein_coding	100511443	NUDT16L1	338.0	190.0	413.0	420.0
ENSSSCG00000000540	37.77	protein_coding	100512535	OVCH1	71.0	38.0	18.0	81.0
ENSSSCG00000017762	55.87	protein_coding	100625164	FOXN1	0.0	0.0	0.0	0.0
ENSSSCG00000049306	39.51	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000051469	40.08	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000015152	50.16	protein_coding	100525119	OR4D5	0.0	0.0	0.0	0.0
ENSSSCG00000044372	36.45	protein_coding	---	---	0.0	2.0	0.0	0.0
ENSSSCG00000037728	38.2	protein_coding	100155019	ANAPC16	1161.0	1001.0	1021.0	1146.0
ENSSSCG00000039358	43.68	protein_coding	110256562	SUSD5	14.0	2.0	4.0	0.0
ENSSSCG00000007346	50.31	protein_coding	641357	ADIG	104.0	48.0	102.0	63.0
ENSSSCG00000017299	47.9	protein_coding	100515922	MARCHF10	12.0	7.0	4.0	16.0
ENSSSCG00000028974	42.77	protein_coding	100738738	UST	1547.0	1275.0	1568.0	1480.0
ENSSSCG00000015153	52.75	protein_coding	100525298	OR6T1	0.0	0.0	0.0	0.0
ENSSSCG00000033056	47.07	protein_coding	100625635	---	0.0	0.0	0.0	0.0
ENSSSCG00000046215	37.33	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000031888	58.12	protein_coding	100153821	DDIT4	2259.0	1579.0	2403.0	2168.0
ENSSSCG00000004910	53.52	protein_coding	100157455	RAX	0.0	0.0	0.0	0.0
ENSSSCG00000017761	58.55	protein_coding	100625256	UNC119	447.0	331.0	535.0	368.0
ENSSSCG00000003089	59.88	protein_coding	102165927	TOMM40	2851.0	1938.0	3222.0	3587.0
ENSSSCG00000005425	39.1	protein_coding	100152140	SLC44A1	4883.0	3730.0	3588.0	3365.0
ENSSSCG00000016958	42.41	protein_coding	100623707	PIK3R1	3863.0	3193.0	2995.0	3071.0
ENSSSCG00000015154	46.34	protein_coding	100511340	---	0.0	0.0	0.0	0.0
ENSSSCG00000015154	46.34	protein_coding	110262281	---	0.0	0.0	0.0	0.0
ENSSSCG00000002660	57.96	protein_coding	100511815	MTHFSD	585.0	463.0	675.0	564.0
ENSSSCG00000012275	56.14	protein_coding	397601	ARAF	1636.0	1170.0	1951.0	2013.0
ENSSSCG00000008395	34.83	protein_coding	100511127	VRK2	1970.0	1537.0	1817.0	1282.0
ENSSSCG00000050744	44.55	protein_coding	100525476	---	0.0	0.0	0.0	0.0
ENSSSCG00000032036	43.19	protein_coding	---	---	0.0	0.0	0.0	2.0
ENSSSCG00000047728	40.22	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000013884	50.44	protein_coding	100517999	MAP1S	345.0	318.0	438.0	525.0
ENSSSCG00000037300	44.33	protein_coding	102166444	GRP	0.0	0.0	0.0	0.0
ENSSSCG00000040919	56.22	protein_coding	106508542	RTN4RL2	21.0	7.0	25.0	18.0
ENSSSCG00000050477	43.7	protein_coding	106509346	---	0.0	0.0	0.0	0.0
ENSSSCG00000026092	52.15	protein_coding	396675	SREBF2	4072.0	2714.0	4956.0	4402.0
ENSSSCG00000005996	37.63	protein_coding	100153348	MRPL13	2017.0	1720.0	2203.0	1300.0
ENSSSCG00000035849	62.69	protein_coding	100521277	PTPRF	1284.0	753.0	1557.0	1451.0
ENSSSCG00000038460	63.68	protein_coding	106510450	FOXF1	537.0	337.0	553.0	537.0
ENSSSCG00000021954	43.17	protein_coding	100621890	TAS2R39	0.0	0.0	0.0	0.0
ENSSSCG00000017300	53.45	protein_coding	100516106	MRC2	836.0	486.0	1041.0	914.0
ENSSSCG00000021436	58.33	protein_coding	100513357	DFFB	122.0	75.0	145.0	145.0
ENSSSCG00000048048	39.53	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000007348	62.15	protein_coding	100517013	SLC32A1	0.0	0.0	2.0	2.0
ENSSSCG00000039851	44.89	protein_coding	100620101	---	0.0	0.0	0.0	0.0
ENSSSCG00000029003	50.31	protein_coding	100739087	---	4754.0	3801.0	4526.0	4132.0
ENSSSCG00000026706	50.79	protein_coding	100625362	PIGS	1158.0	759.0	1440.0	1066.0
ENSSSCG00000035813	39.16	protein_coding	110256353	---	0.0	0.0	0.0	0.0
ENSSSCG00000009229	39.63	protein_coding	100522450	ARHGAP24	294.0	233.0	340.0	365.0
ENSSSCG00000010288	41.37	protein_coding	100156234	DNAJB12	4135.0	3125.0	4241.0	3931.0
ENSSSCG00000033295	38.71	protein_coding	100155472	EIF2S1	14309.0	12898.0	13584.0	12322.0
ENSSSCG00000037407	47.18	protein_coding	100153719	---	0.0	0.0	0.0	0.0
ENSSSCG00000026404	49.86	protein_coding	100511654	SERTAD4	670.0	756.0	584.0	766.0
ENSSSCG00000001667	42.77	protein_coding	100153069	ZNF318	3419.0	2820.0	3056.0	2859.0
ENSSSCG00000035997	56.42	protein_coding	733593	RPL10	46158.0	34342.0	52268.0	46145.0
ENSSSCG00000044352	44.34	protein_coding	106504899	---	0.0	0.0	0.0	0.0
ENSSSCG00000044352	44.34	protein_coding	106504905	---	0.0	0.0	0.0	0.0
ENSSSCG00000024155	56.37	protein_coding	100621797	OR6V1	0.0	0.0	0.0	0.0
ENSSSCG00000007349	47.7	protein_coding	100156550	ACTR5	539.0	487.0	734.0	618.0
ENSSSCG00000038160	39.77	protein_coding	397366	CNGA1	16.0	20.0	23.0	27.0
ENSSSCG00000039802	41.49	protein_coding	100628053	FBXL2	581.0	326.0	537.0	392.0
ENSSSCG00000016069	37.66	protein_coding	100154260	CCDC150	915.0	712.0	794.0	725.0
ENSSSCG00000007930	57.84	protein_coding	100049682	MGRN1	600.0	327.0	789.0	761.0
ENSSSCG00000050901	44.44	protein_coding	106504900	---	0.0	0.0	0.0	0.0
ENSSSCG00000037811	43.89	protein_coding	110256771	RNF34	660.0	489.0	625.0	599.0
ENSSSCG00000012276	48.75	protein_coding	100216310	SYN1	34.0	36.0	35.0	21.0
ENSSSCG00000028249	48.88	protein_coding	100623356	SKA3	957.0	683.0	1091.0	1015.0
ENSSSCG00000043963	36.29	protein_coding	---	---	4.0	0.0	0.0	7.0
ENSSSCG00000043677	40.7	pseudogene	---	---	11.0	5.0	2.0	8.0
ENSSSCG00000031496	45.54	protein_coding	100620388	---	0.0	0.0	0.0	0.0
ENSSSCG00000031102	58.79	protein_coding	100513476	C1orf174	200.0	110.0	218.0	173.0
ENSSSCG00000031280	68.41	protein_coding	110255790	MRPL57	244.0	158.0	203.0	217.0
ENSSSCG00000034980	55.96	protein_coding	396645	IRF8	2011.0	1368.0	2611.0	2662.0
ENSSSCG00000033998	50.6	protein_coding	110259261	SLC43A3	2464.0	1756.0	3133.0	2432.0
ENSSSCG00000043498	44.44	protein_coding	106504908	---	0.0	0.0	0.0	0.0
ENSSSCG00000006619	40.58	protein_coding	100516009	SNX27	1888.0	1743.0	1709.0	1725.0
ENSSSCG00000040797	34.16	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004912	42.59	protein_coding	100524124	SEC11C	3100.0	2728.0	3358.0	2367.0
ENSSSCG00000049068	44.48	protein_coding	106504911	---	0.0	0.0	0.0	0.0
ENSSSCG00000049068	44.48	protein_coding	106504912	---	0.0	0.0	0.0	0.0
ENSSSCG00000037869	37.32	protein_coding	100525371	NDUFA5	2585.0	2119.0	2171.0	1902.0
ENSSSCG00000037950	40.48	protein_coding	100520441	NIPAL1	3649.0	3124.0	4322.0	2273.0
ENSSSCG00000002290	47.75	protein_coding	100154251	PLEK2	879.0	697.0	1202.0	769.0
ENSSSCG00000010289	38.27	protein_coding	100155980	MICU1	3376.0	2983.0	3554.0	3087.0
ENSSSCG00000048530	44.83	protein_coding	100519009	OR5B3	0.0	0.0	0.0	0.0
ENSSSCG00000045684	34.9	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050377	39.98	pseudogene	---	---	2.0	3.0	0.0	2.0
ENSSSCG00000051613	35.56	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000044871	39.38	protein_coding	---	---	0.0	5.0	0.0	2.0
ENSSSCG00000035565	53.18	protein_coding	110260625	CCDC134	1089.0	852.0	1332.0	1166.0
ENSSSCG00000015610	39.03	protein_coding	100512917	SYT14	0.0	2.0	0.0	2.0
ENSSSCG00000046785	40	pseudogene	---	---	9.0	11.0	17.0	7.0
ENSSSCG00000034367	44.79	protein_coding	---	---	2.0	8.0	4.0	0.0
ENSSSCG00000004911	45.95	protein_coding	100627702	---	0.0	0.0	0.0	0.0
ENSSSCG00000013880	51.05	protein_coding	100627038	---	15.0	21.0	26.0	30.0
ENSSSCG00000007350	47.96	protein_coding	100517865	PPP1R16B	1358.0	895.0	1291.0	1249.0
ENSSSCG00000001680	56.38	protein_coding	100152696	ABCC10	1123.0	606.0	1434.0	1263.0
ENSSSCG00000015246	50.54	protein_coding	100517843	ST14	1447.0	1005.0	1936.0	1501.0
ENSSSCG00000004450	37.42	protein_coding	---	LGSN	0.0	0.0	0.0	0.0
ENSSSCG00000012277	57.2	protein_coding	396862	TIMP1	7243.0	5221.0	10956.0	8841.0
ENSSSCG00000026744	46.06	protein_coding	100623451	ZDHHC20	7587.0	5854.0	6345.0	5535.0
ENSSSCG00000003655	54	protein_coding	110261156	---	642.0	603.0	450.0	389.0
ENSSSCG00000009814	40.97	protein_coding	100152087	ANAPC5	1484.0	1247.0	1504.0	1249.0
ENSSSCG00000022430	40.28	protein_coding	100171388	SLC30A5	9606.0	8039.0	7552.0	7020.0
ENSSSCG00000050970	33.58	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045496	49.76	protein_coding	---	---	8.0	2.0	9.0	16.0
ENSSSCG00000011235	41.08	protein_coding	100512254	UBP1	11911.0	9782.0	9891.0	8991.0
ENSSSCG00000004170	42.3	protein_coding	---	---	174.0	162.0	122.0	152.0
ENSSSCG00000017301	40.61	protein_coding	100515573	TLK2	4754.0	3770.0	4220.0	4087.0
ENSSSCG00000014066	50.88	protein_coding	100514277	TMEM171	0.0	9.0	10.0	1.0
ENSSSCG00000031344	55.75	protein_coding	110261085	AJAP1	0.0	0.0	0.0	0.0
ENSSSCG00000040103	64.11	protein_coding	100520727	---	639.0	345.0	766.0	861.0
ENSSSCG00000003088	58.07	protein_coding	397576	APOE	1936.0	1382.0	2376.0	2671.0
ENSSSCG00000033122	54.29	protein_coding	---	---	0.0	0.0	4.0	6.0
ENSSSCG00000050962	33.39	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000036451	43.26	protein_coding	---	---	175.0	146.0	202.0	148.0
ENSSSCG00000050741	36.07	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000042482	35.86	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000036134	51.91	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000023791	51.2	protein_coding	---	---	83.0	39.0	80.0	105.0
ENSSSCG00000046532	45.55	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004451	41.55	protein_coding	100521595	RIPPLY2	0.0	0.0	0.0	0.0
ENSSSCG00000008819	42.6	protein_coding	444993	TXK	254.0	185.0	238.0	196.0
ENSSSCG00000032082	53.18	protein_coding	100515668	---	84.0	37.0	105.0	82.0
ENSSSCG00000017759	48.81	protein_coding	100512013	ALDOC	755.0	507.0	847.0	587.0
ENSSSCG00000037032	55.74	protein_coding	654408	DNASE1L1	699.0	454.0	893.0	793.0
ENSSSCG00000032876	49.15	protein_coding	110261607	OR5AU1	12.0	7.0	0.0	5.0
ENSSSCG00000033175	44.16	protein_coding	100157413	SASH1	1811.0	1359.0	1812.0	1401.0
ENSSSCG00000015247	38.75	protein_coding	100518028	ZBTB44	2602.0	2099.0	1987.0	1797.0
ENSSSCG00000008820	42.22	protein_coding	404277	TEC	1461.0	1286.0	1253.0	1360.0
ENSSSCG00000016608	37.27	protein_coding	100513386	IQUB	167.0	104.0	62.0	76.0
ENSSSCG00000007351	49.32	protein_coding	102164658	FAM83D	33.0	16.0	41.0	43.0
ENSSSCG00000001682	59.42	protein_coding	100145892	DLK2	38.0	16.0	110.0	45.0
ENSSSCG00000007547	58.4	protein_coding	397453	ADAP1	154.0	98.0	211.0	185.0
ENSSSCG00000034405	45.84	protein_coding	102162942	MEI1	0.0	0.0	0.0	0.0
ENSSSCG00000044413	55.42	protein_coding	---	---	3.0	0.0	0.0	0.0
ENSSSCG00000012278	53.98	protein_coding	100522002	CFP	0.0	0.0	0.0	0.0
ENSSSCG00000012278	53.98	protein_coding	100522293	CFP	279.0	180.0	322.0	280.0
ENSSSCG00000009230	43.37	protein_coding	100523387	WDFY3	3482.0	2699.0	3296.0	3216.0
ENSSSCG00000005426	36.91	protein_coding	100521765	FSD1L	588.0	440.0	296.0	302.0
ENSSSCG00000009815	49.18	protein_coding	100157312	CAMKK2	3401.0	2594.0	3626.0	3075.0
ENSSSCG00000015162	57.25	protein_coding	100512247	OR10S1	0.0	0.0	0.0	0.0
ENSSSCG00000015162	57.25	protein_coding	100515746	OR10S1	0.0	0.0	0.0	0.0
ENSSSCG00000005997	41.16	protein_coding	100158059	COL14A1	2365.0	2643.0	3215.0	2288.0
ENSSSCG00000003666	64.21	pseudogene	---	---	1.0	0.0	1.0	0.0
ENSSSCG00000034704	44.09	protein_coding	---	ZNF532	1005.0	758.0	968.0	960.0
ENSSSCG00000002292	46.85	protein_coding	---	PLEKHH1	706.0	520.0	722.0	829.0
ENSSSCG00000014067	57.93	protein_coding	100514450	TMEM174	0.0	0.0	0.0	0.0
ENSSSCG00000015611	47.91	protein_coding	100511829	UTP25	4205.0	3207.0	4373.0	4443.0
ENSSSCG00000029034	55.5	protein_coding	100624067	COX4I1	3198.0	2178.0	4701.0	4403.0
ENSSSCG00000039655	60.63	protein_coding	110257854	TAZ	554.0	335.0	615.0	623.0
ENSSSCG00000041067	48.8	protein_coding	100511243	---	0.0	0.0	0.0	0.0
ENSSSCG00000044995	45.15	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000008396	39.11	protein_coding	100511688	CCDC85A	36.0	22.0	23.0	41.0
ENSSSCG00000013883	51.49	protein_coding	100517457	COLGALT1	0.0	0.0	0.0	0.0
ENSSSCG00000013883	51.49	protein_coding	100517808	COLGALT1	434.0	315.0	541.0	560.0
ENSSSCG00000012668	51.33	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000029705	46.21	protein_coding	---	---	6.0	6.0	10.0	4.0
ENSSSCG00000051776	38.34	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000038942	49.15	protein_coding	110262293	OR10G6	0.0	0.0	0.0	0.0
ENSSSCG00000043198	43.16	pseudogene	---	---	1286.0	1086.0	1104.0	1167.0
ENSSSCG00000029326	44.37	protein_coding	397662	CCNB1	382.0	358.0	308.0	347.0
ENSSSCG00000015249	55.69	protein_coding	100518855	ADAMTS8	1010.0	552.0	1454.0	881.0
ENSSSCG00000039351	44.57	protein_coding	100151845	PIGH	1453.0	1278.0	1418.0	1279.0
ENSSSCG00000045958	55.88	protein_coding	100518267	---	0.0	0.0	0.0	0.0
ENSSSCG00000045958	55.88	protein_coding	100518799	---	0.0	0.0	0.0	0.0
ENSSSCG00000003086	56.24	protein_coding	100381252	---	0.0	0.0	0.0	0.0
ENSSSCG00000017314	64.85	protein_coding	100738284	SPPL2C	0.0	0.0	0.0	0.0
ENSSSCG00000010290	37.31	protein_coding	100153794	MCU	6835.0	5971.0	7489.0	5925.0
ENSSSCG00000003660	49.3	protein_coding	100515840	PABPC4	10472.0	8648.0	11099.0	10842.0
ENSSSCG00000024667	47.57	protein_coding	100623901	MICU2	4224.0	3487.0	4085.0	3533.0
ENSSSCG00000040949	43.91	protein_coding	106509349	---	0.0	0.0	0.0	0.0
ENSSSCG00000006620	45	protein_coding	397240	TUFT1	2256.0	1923.0	4939.0	2216.0
ENSSSCG00000002294	43.58	protein_coding	100155893	ARG2	2563.0	2158.0	2738.0	2645.0
ENSSSCG00000042473	36.29	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000000057	50.49	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000027553	52.7	protein_coding	100625180	---	0.0	0.0	0.0	0.0
ENSSSCG00000027553	52.7	protein_coding	100739611	---	0.0	0.0	0.0	0.0
ENSSSCG00000027553	52.7	protein_coding	110255185	---	0.0	0.0	0.0	0.0
ENSSSCG00000027553	52.7	protein_coding	110259262	---	17.0	6.0	11.0	10.0
ENSSSCG00000012618	67.74	protein_coding	100515700	SOWAHD	10.0	19.0	22.0	21.0
ENSSSCG00000001688	53.94	protein_coding	100736996	TJAP1	398.0	281.0	483.0	471.0
ENSSSCG00000008821	37.86	protein_coding	100519161	SLAIN2	3962.0	3435.0	3410.0	3272.0
ENSSSCG00000023603	64.64	protein_coding	100510896	UBALD1	94.0	49.0	160.0	101.0
ENSSSCG00000029843	54.01	protein_coding	---	NPHP4	141.0	100.0	155.0	163.0
ENSSSCG00000038964	57.54	protein_coding	100522861	COX19	383.0	256.0	381.0	283.0
ENSSSCG00000014071	38.89	protein_coding	100514824	BTF3	35161.0	30145.0	34347.0	31305.0
ENSSSCG00000007352	47.25	protein_coding	100154906	DHX35	753.0	706.0	796.0	784.0
ENSSSCG00000000536	34.4	protein_coding	100512051	ERGIC2	7727.0	6745.0	6308.0	5261.0
ENSSSCG00000015612	49.85	protein_coding	397521	IRF6	1642.0	1349.0	2345.0	1544.0
ENSSSCG00000037310	62.47	protein_coding	102159115	ATP6AP1	1841.0	1322.0	2404.0	2271.0
ENSSSCG00000045808	57.41	protein_coding	100737206	---	975.0	603.0	1083.0	1007.0
ENSSSCG00000038250	48.15	protein_coding	---	ZNF772	112.0	91.0	73.0	89.0
ENSSSCG00000048514	44.69	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000027147	41.2	protein_coding	100736772	CENPH	764.0	632.0	628.0	493.0
ENSSSCG00000041818	50.26	protein_coding	106504186	---	0.0	0.0	0.0	0.0
ENSSSCG00000007549	68.58	protein_coding	100522669	CYP2W1	2.0	0.0	0.0	0.0
ENSSSCG00000016609	37.8	protein_coding	100513574	SLC13A1	81.0	90.0	47.0	65.0
ENSSSCG00000002295	42.5	protein_coding	404692	VTI1B	5531.0	4741.0	5586.0	5301.0
ENSSSCG00000045195	35.84	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004453	38.45	protein_coding	100521763	SNAP91	14.0	3.0	0.0	8.0
ENSSSCG00000012031	53.39	protein_coding	100294681	CLDN17	0.0	0.0	0.0	0.0
ENSSSCG00000033421	42.66	protein_coding	100515752	---	1959.0	1906.0	2035.0	1778.0
ENSSSCG00000000058	44.59	protein_coding	100155420	SNU13	11632.0	9818.0	12280.0	11397.0
ENSSSCG00000031816	46.58	protein_coding	110258058	---	0.0	0.0	0.0	0.0
ENSSSCG00000051205	48.68	protein_coding	100157723	P2RX4	1690.0	1314.0	1956.0	1525.0
ENSSSCG00000013162	44.9	protein_coding	100511620	---	0.0	0.0	0.0	0.0
ENSSSCG00000017758	46.64	protein_coding	100286810	SPAG5	137.0	99.0	151.0	142.0
ENSSSCG00000011635	40.54	protein_coding	100521929	TMEM108	0.0	2.0	0.0	0.0
ENSSSCG00000009231	43.83	protein_coding	733582	CDS1	652.0	636.0	570.0	423.0
ENSSSCG00000048368	56.09	protein_coding	100518623	---	0.0	0.0	0.0	0.0
ENSSSCG00000007940	52.51	protein_coding	100738369	---	72.0	54.0	59.0	76.0
ENSSSCG00000035697	36.33	protein_coding	---	---	5.0	7.0	6.0	6.0
ENSSSCG00000008823	44.94	protein_coding	100520624	SLC10A4	31.0	18.0	26.0	32.0
ENSSSCG00000014070	39.69	protein_coding	100515129	ANKRA2	1240.0	1180.0	1181.0	1048.0
ENSSSCG00000049221	36.24	protein_coding	---	---	1.0	2.0	0.0	0.0
ENSSSCG00000037463	40.47	protein_coding	100516116	MRPS36	2133.0	1675.0	1675.0	1373.0
ENSSSCG00000038777	64.77	protein_coding	100522484	C7orf50	79.0	40.0	77.0	80.0
ENSSSCG00000002296	43.24	protein_coding	100154684	---	3272.0	2885.0	3105.0	2713.0
ENSSSCG00000037988	46.16	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000015250	54.21	protein_coding	100518325	ADAMTS15	263.0	131.0	367.0	217.0
ENSSSCG00000005128	73.58	protein_coding	---	TUSC1	2.0	0.0	0.0	3.0
ENSSSCG00000011636	45.09	protein_coding	100522105	BFSP2	0.0	0.0	0.0	0.0
ENSSSCG00000037952	55.62	protein_coding	100512331	OR10Q1	0.0	0.0	0.0	0.0
ENSSSCG00000008824	51.36	protein_coding	574050	ZAR1	0.0	0.0	0.0	0.0
ENSSSCG00000015613	49.24	protein_coding	100739703	C1orf74	833.0	526.0	781.0	874.0
ENSSSCG00000048412	50	protein_coding	100518982	---	0.0	0.0	0.0	0.0
ENSSSCG00000049896	37.19	pseudogene	---	---	7.0	14.0	11.0	6.0
ENSSSCG00000038050	39.39	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000016070	38.08	protein_coding	106504094	GTF3C3	4398.0	3905.0	3709.0	3157.0
ENSSSCG00000051276	42.83	pseudogene	---	---	86.0	56.0	16.0	35.0
ENSSSCG00000017304	41.06	protein_coding	100516460	EFCAB3	0.0	15.0	9.0	9.0
ENSSSCG00000029403	57.25	protein_coding	100513354	---	640.0	398.0	688.0	672.0
ENSSSCG00000050089	38.92	protein_coding	100156225	---	0.0	0.0	0.0	0.0
ENSSSCG00000007552	68.7	protein_coding	102162791	---	2.0	0.0	2.0	0.0
ENSSSCG00000008397	37.76	protein_coding	100512046	EFEMP1	717.0	596.0	832.0	349.0
ENSSSCG00000047957	37.48	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000014068	37.47	protein_coding	100515474	UTP15	5840.0	4760.0	4570.0	4571.0
ENSSSCG00000026422	66.57	protein_coding	100521003	GPER1	2.0	6.0	10.0	14.0
ENSSSCG00000043818	36.2	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000010647	71.5	protein_coding	397355	ADRB1	2.0	0.0	2.0	3.0
ENSSSCG00000011236	37.5	protein_coding	100512630	---	6696.0	5804.0	4583.0	4397.0
ENSSSCG00000001676	58.65	protein_coding	100736626	LRRC73	114.0	61.0	143.0	118.0
ENSSSCG00000041607	39.46	protein_coding	100157439	---	0.0	0.0	0.0	0.0
ENSSSCG00000038956	52.9	protein_coding	100518256	HEYL	20.0	20.0	61.0	54.0
ENSSSCG00000007554	55.63	protein_coding	100521185	ZFAND2A	1481.0	1067.0	1853.0	1845.0
ENSSSCG00000017320	66.23	protein_coding	100738728	RPRML	0.0	0.0	0.0	0.0
ENSSSCG00000003085	57.96	protein_coding	100511021	CLPTM1	2342.0	1537.0	3046.0	2831.0
ENSSSCG00000030421	63.85	protein_coding	100623607	GDI1	2413.0	1528.0	2691.0	2778.0
ENSSSCG00000010293	41.74	protein_coding	100513952	OIT3	8.0	3.0	9.0	2.0
ENSSSCG00000017764	46.48	protein_coding	100513044	KIAA0100	0.0	0.0	0.0	0.0
ENSSSCG00000017764	46.48	protein_coding	100513233	KIAA0100	4146.0	3496.0	4454.0	3970.0
ENSSSCG00000035710	41.27	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000040386	51.3	protein_coding	100512784	GINS2	412.0	245.0	523.0	461.0
ENSSSCG00000006621	50.85	protein_coding	100157963	---	1542.0	1156.0	1892.0	1635.0
ENSSSCG00000009278	53.75	protein_coding	396717	FGF9	25.0	7.0	22.0	12.0
