Gene_stable_ID	Gene_%_GC_content	Gene_type	NCBI_gene_ID	Gene_name	Pig190723_PCLS_200304_1_S9.tsv	Pig190723_PCLS_200304_2_S10.tsv	Pig190723_PCLS_200304_3_S11.tsv	Pig190723_PCLS_200304_4_S12.tsv
ENSSSCG00000009845	44.16	protein_coding	100156965	SRRM4	0.120235	0.281512	0.06335	0.0
ENSSSCG00000033648	46.86	protein_coding	100520903	---	2.076463	1.764193	1.671337	1.948056
ENSSSCG00000051055	42.73	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045406	43.72	pseudogene	---	---	0.80129	0.448204	0.037561	0.371327
ENSSSCG00000024275	45.71	protein_coding	100519295	---	0.0	0.0	0.0	0.0
ENSSSCG00000045106	58.09	pseudogene	---	---	0.702132	1.290934	2.140207	2.188674
ENSSSCG00000006032	36.09	protein_coding	100739714	EMC2	47.32655	55.339462	38.478977	42.61552
ENSSSCG00000029084	39.88	protein_coding	397679	FSHR	0.0	0.0	0.0	0.0
ENSSSCG00000001718	41.17	protein_coding	100113410	CYP39A1	22.359844	25.539637	21.489628	21.51593
ENSSSCG00000011965	39.16	protein_coding	100522901	TMEM45A	15.376867	13.586424	13.460299	11.29266
ENSSSCG00000004478	39.07	protein_coding	397085	MYO6	40.315357	59.718109	42.977249	45.826416
ENSSSCG00000037533	61.32	protein_coding	100154181	H2AC21	0.0	0.567718	0.171622	0.0
ENSSSCG00000048057	36.26	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000040614	53.94	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000038006	46.95	protein_coding	100517764	SLC25A33	42.413757	44.653305	45.283222	46.072617
ENSSSCG00000023757	43.26	protein_coding	---	---	0.10056	0.0	0.0	0.0
ENSSSCG00000003973	55.49	protein_coding	100525292	CTPS1	77.882912	70.671593	97.497299	107.723869
ENSSSCG00000008061	62.75	protein_coding	100519651	ELOB	21.990231	7.933989	20.240309	20.346485
ENSSSCG00000048323	50.77	protein_coding	102166402	---	2.461301	2.625669	1.891585	2.858086
ENSSSCG00000009333	46.5	protein_coding	102159067	---	0.021598	0.033842	0.019595	0.052637
ENSSSCG00000010314	40.84	protein_coding	100155017	AP3M1	191.378204	192.007416	114.918503	162.498154
ENSSSCG00000034307	32.98	protein_coding	110259390	GJE1	0.0	0.0	0.0	0.0
ENSSSCG00000034598	61.79	protein_coding	106510170	H2AC20	0.516379	0.0	0.549709	0.311385
ENSSSCG00000022243	44.89	pseudogene	---	---	0.164403	0.198748	0.171082	0.388444
ENSSSCG00000007383	47.36	protein_coding	100157194	TOMM34	8.469322	9.535527	11.072706	10.56532
ENSSSCG00000031365	50.48	protein_coding	100738112	---	0.246506	0.319587	0.191817	0.170498
ENSSSCG00000038465	40.63	protein_coding	100623614	VAPA	98.180138	43.041931	105.170685	105.94677
ENSSSCG00000008848	45.06	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000011964	41.39	protein_coding	100522706	LNP1	0.0	0.0	0.0	0.0
ENSSSCG00000039615	64.89	protein_coding	100624086	---	0.0	0.0	0.0	0.0
ENSSSCG00000036250	36.2	protein_coding	100169653	NMBR	0.0	0.0	0.0	0.0
ENSSSCG00000008668	42.09	protein_coding	100620178	RBAK	31.26296	33.983387	25.875555	27.485308
ENSSSCG00000003098	57.55	protein_coding	100513542	PPP5C	30.365206	24.562449	35.99575	39.413761
ENSSSCG00000011258	43.42	protein_coding	100515859	EXOG	2.594201	1.680351	1.502166	0.960694
ENSSSCG00000036610	39.86	protein_coding	100738777	ARMC8	40.356743	44.044662	36.936409	38.609615
ENSSSCG00000010801	42.57	protein_coding	100526068	CDC73	56.691734	50.354568	44.710178	52.329494
ENSSSCG00000044666	44.52	protein_coding	110257257	SMIM23	0.0	0.0	0.0	0.0
ENSSSCG00000032769	64.89	protein_coding	102159655	---	0.0	0.0	0.0	0.0
ENSSSCG00000040592	45.77	protein_coding	100626157	---	0.0	0.0	0.0	0.0
ENSSSCG00000013856	50.31	protein_coding	100511918	AP1M1	36.177151	33.448563	48.859261	47.64357
ENSSSCG00000039101	56.88	protein_coding	780424	C1QL1	0.0	0.0	0.0	0.0
ENSSSCG00000006649	34.98	protein_coding	100499502	HORMAD1	3.652872	2.28479	2.344621	2.877304
ENSSSCG00000033106	39.73	protein_coding	100519953	GTF2A1L	1.445494	1.727661	1.070277	1.881617
ENSSSCG00000032257	48.74	protein_coding	100520556	---	0.439445	0.269512	0.37008	0.127937
ENSSSCG00000009848	46.75	protein_coding	---	---	0.458689	0.846613	1.050077	0.707072
ENSSSCG00000013245	53.4	protein_coding	100513395	ARFGAP2	73.978111	71.469772	93.218246	98.36026
ENSSSCG00000012300	54.51	protein_coding	444998	FOXP3	0.166462	0.0	0.268753	0.280705
ENSSSCG00000003393	62.16	protein_coding	100517949	TMEM201	5.080828	4.424733	6.626055	6.885362
ENSSSCG00000016640	34.43	protein_coding	100518588	PPP1R3A	0.0	0.0	0.0	0.0
ENSSSCG00000017908	62.63	protein_coding	100515052	GP1BA	0.123276	0.22581	0.063503	0.0
ENSSSCG00000030518	59.22	protein_coding	100737240	PRSS33	0.098682	0.0	0.0	0.108801
ENSSSCG00000016997	56.6	protein_coding	100525013	FGF18	1.238905	0.0	1.295654	1.801762
ENSSSCG00000004942	40.06	protein_coding	100153268	TIPIN	31.5009	37.92527	30.848825	31.88343
ENSSSCG00000017342	51.31	protein_coding	100521577	KIF18B	0.539982	0.421077	0.177983	0.562773
ENSSSCG00000030820	42.37	protein_coding	100517317	STK4	15.836267	21.137522	14.50061	18.735905
ENSSSCG00000049522	37.57	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000009849	43.58	protein_coding	100153179	SUDS3	57.743553	12.181895	54.0979	10.356003
ENSSSCG00000046798	44.57	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000003102	57.61	protein_coding	---	---	2.053343	1.841695	0.794595	1.601253
ENSSSCG00000014101	36.17	protein_coding	100049670	AP3B1	89.311073	96.764534	90.516235	83.76635
ENSSSCG00000011963	38.89	protein_coding	100523641	TOMM70	107.689194	126.992813	106.380478	101.667229
ENSSSCG00000016642	41.91	protein_coding	100736987	GPR85	0.228939	0.180919	0.102363	0.289635
ENSSSCG00000000094	55.8	protein_coding	100521622	SUN2	29.552423	21.727053	33.989552	37.245789
ENSSSCG00000047780	42.15	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000008854	38.69	protein_coding	100037304	CPE	9.102998	10.440038	13.058427	11.665756
ENSSSCG00000004142	43.98	protein_coding	100156022	CITED2	83.228264	80.664558	60.547363	81.005493
ENSSSCG00000016998	39.39	protein_coding	100525313	NPM1	1274.832764	1385.411255	1552.60083	1651.983398
ENSSSCG00000013051	39.78	protein_coding	---	---	0.0	0.167731	0.425216	0.0
ENSSSCG00000025253	39.94	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000009257	48.26	pseudogene	100514782	---	0.0	0.0	0.0	0.0
ENSSSCG00000010800	39.51	protein_coding	100525885	B3GALT2	1.51911	1.75623	0.840825	1.320406
ENSSSCG00000045273	39.68	pseudogene	---	---	0.085665	0.251883	0.033147	0.110429
ENSSSCG00000027415	48.23	protein_coding	100518839	WWOX	2.76298	1.611305	1.798367	3.365656
ENSSSCG00000051135	49.46	protein_coding	100623715	---	0.0	0.22685	0.139359	0.137788
ENSSSCG00000031469	54.9	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004943	44.84	protein_coding	100233191	MAP2K1	49.202747	46.623039	49.20129	49.501831
ENSSSCG00000008063	57.19	protein_coding	---	PRSS41	0.0	0.0	0.0	0.0
ENSSSCG00000015282	43.55	protein_coding	100512360	PPP1R15B	90.050667	90.505684	78.879257	90.333595
ENSSSCG00000015690	41.7	protein_coding	100737637	UBXN4	188.797791	195.851273	175.668121	142.388596
ENSSSCG00000017803	49.83	protein_coding	100621364	TIMM22	26.482958	23.607506	30.148312	30.543743
ENSSSCG00000003975	59.67	protein_coding	100526228	KCNQ4	0.186504	0.366028	0.515574	0.834149
ENSSSCG00000021466	35.1	protein_coding	100621338	BMT2	21.250774	18.832281	13.896258	14.289926
ENSSSCG00000034517	42.87	protein_coding	100520374	ZNF12	38.067535	36.550522	26.389444	31.757378
ENSSSCG00000031991	44.61	protein_coding	100511215	---	20.156689	18.488155	97.364914	19.748592
ENSSSCG00000012968	70.64	protein_coding	100525383	CCDC85B	1.133455	1.402724	1.101184	1.47208
ENSSSCG00000047888	56.02	protein_coding	---	---	1.057717	0.550082	0.836204	0.643469
ENSSSCG00000016643	35.77	protein_coding	100518941	TMEM168	78.182388	78.427338	58.692959	58.730904
ENSSSCG00000015283	50.91	protein_coding	100512551	PIK3C2B	6.918281	7.202783	6.984798	8.365398
ENSSSCG00000008421	42.42	protein_coding	407247	---	0.0	0.0	0.0	0.0
ENSSSCG00000016999	66.39	protein_coding	100525967	TLX3	0.0	0.0	0.0	0.0
ENSSSCG00000017343	57.32	protein_coding	396562	GFAP	0.046446	0.0	0.0	0.121396
ENSSSCG00000026430	38.17	protein_coding	100624590	---	0.0	0.0	0.0	0.0
ENSSSCG00000042644	34.73	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000003395	52.88	protein_coding	100518131	PIK3CD	4.307036	3.757845	4.610224	6.504102
ENSSSCG00000004143	38.67	protein_coding	100511845	TXLNB	0.0	0.0	0.079944	0.088973
ENSSSCG00000007385	54.52	protein_coding	100626185	KCNS1	0.0	0.11595	0.0	0.0
ENSSSCG00000028720	49.38	protein_coding	100523510	NXN	16.654053	13.507196	21.648399	17.381708
ENSSSCG00000010315	36.01	protein_coding	100154626	ADK	126.712952	86.575775	54.813843	35.06572
ENSSSCG00000022744	63.66	protein_coding	100737333	PRSS21	0.0	0.0	0.0	0.0
ENSSSCG00000008857	38.28	protein_coding	396590	MSMO1	187.142502	187.247177	174.456329	160.709824
ENSSSCG00000012994	63.77	protein_coding	100737751	TIGD3	0.246847	0.201631	0.301105	0.379261
ENSSSCG00000001720	42.36	protein_coding	100157774	SLC25A27	5.906932	5.256819	4.67008	4.502646
ENSSSCG00000022545	58.84	protein_coding	396838	CALM3	39.887325	43.9814	45.78693	55.93502
ENSSSCG00000008665	52.46	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000032055	44.42	protein_coding	---	RO60	29.600624	29.270374	24.023315	23.358227
ENSSSCG00000030977	54.05	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000007384	49.72	protein_coding	100739507	WFDC5	0.0	0.0	0.0	0.0
ENSSSCG00000009259	46.18	protein_coding	100514591	PAQR3	10.185707	22.921289	23.348005	25.05703
ENSSSCG00000037264	46.2	protein_coding	100737127	RAB31	85.113678	102.014359	95.799736	73.149879
ENSSSCG00000017806	48.96	protein_coding	100522640	MRM3	30.647785	27.003546	35.918877	36.302662
ENSSSCG00000039555	46.89	protein_coding	100520958	JOSD1	71.274826	72.734406	76.386566	70.660858
ENSSSCG00000034604	45.91	protein_coding	100519025	CLEC3A	0.194338	0.0	0.352578	0.161497
ENSSSCG00000013003	70.04	protein_coding	100514699	ZNHIT2	1.204522	0.242362	1.22485	1.95762
ENSSSCG00000022584	55.46	protein_coding	100515116	PPP1R3F	0.472273	0.388281	0.602938	1.209916
ENSSSCG00000030013	43.83	protein_coding	100625897	---	0.117027	0.09332	0.08803	0.057136
ENSSSCG00000023378	65.06	protein_coding	100738074	ZNF316	4.821885	3.445184	4.423491	7.182127
ENSSSCG00000038941	45.43	protein_coding	100157710	SNAPC5	7.154776	6.035998	10.197826	7.313477
ENSSSCG00000011968	44.06	protein_coding	100625406	NIT2	17.209316	17.194723	15.568665	14.937619
ENSSSCG00000035053	55.35	protein_coding	396757	---	0.0	0.109421	0.086701	0.249877
ENSSSCG00000017809	48.07	protein_coding	100522827	GEMIN4	0.0	0.0	0.0	0.0
ENSSSCG00000017809	48.07	protein_coding	100523693	GEMIN4	42.156303	40.281563	41.873188	44.739643
ENSSSCG00000013246	41.56	protein_coding	100513582	C11orf49	0.785813	0.801701	0.780963	1.528898
ENSSSCG00000017000	37.45	protein_coding	100526145	RANBP17	12.464445	13.118924	11.957038	10.130581
ENSSSCG00000038558	38.05	protein_coding	100153347	GOLPH3L	107.837067	104.377182	96.903336	87.380768
ENSSSCG00000004144	41.44	protein_coding	100512023	HECA	40.280975	41.377682	31.125893	35.751026
ENSSSCG00000009850	39.08	protein_coding	100154763	TAOK3	28.566629	31.860695	26.328161	28.842936
ENSSSCG00000017344	51.81	protein_coding	100521923	FAM187A	0.0	0.0	0.0	0.0
ENSSSCG00000017344	51.81	protein_coding	102165039	FAM187A	0.589353	0.196179	0.352448	0.226953
ENSSSCG00000033610	59.49	protein_coding	110259942	---	0.0	0.0	0.0	0.0
ENSSSCG00000016646	42.38	protein_coding	493185	IFRD1	251.016617	436.595856	209.282288	279.778229
ENSSSCG00000037890	59.79	protein_coding	---	ZNF853	11.491103	12.96864	13.511827	15.692747
ENSSSCG00000026602	59.81	protein_coding	100622305	PTGIR	3.226745	3.830704	5.065351	4.751192
ENSSSCG00000000097	46.16	protein_coding	100520786	---	78.513741	76.661743	86.830978	82.40834
ENSSSCG00000028340	44.39	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000050557	43.44	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000002333	46.71	protein_coding	100156555	DPF3	1.411518	0.925312	0.711099	0.760426
ENSSSCG00000006033	35.13	protein_coding	100156671	EIF3E	399.364197	439.097656	366.793427	341.060242
ENSSSCG00000051044	41.17	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049503	39.74	pseudogene	---	---	0.0	0.086849	0.059423	0.024649
ENSSSCG00000017345	46.09	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000037112	59.3	protein_coding	110259943	---	0.0	0.0	0.0	0.0
ENSSSCG00000017810	51.22	protein_coding	100524042	TLCD3A	13.912994	11.828621	15.069586	15.936424
ENSSSCG00000013855	49.15	protein_coding	100511743	FAM32A	137.131561	135.347229	157.722961	156.161316
ENSSSCG00000036192	55.14	protein_coding	100620080	C7orf26	26.689108	22.853758	29.131449	34.690899
ENSSSCG00000002696	46.75	protein_coding	100520197	VAT1L	0.037621	0.0	0.0	0.0
ENSSSCG00000008858	39.06	protein_coding	100511391	KLHL2	50.917255	52.328613	48.917107	51.121479
ENSSSCG00000033675	55.27	protein_coding	445518	SPAI-2	0.0	0.139273	0.0	0.13252
ENSSSCG00000022068	62.8	protein_coding	100622520	GNG8	0.0	0.0	0.0	0.0
ENSSSCG00000009334	40.05	protein_coding	100048931	HSPH1	310.488159	333.343994	285.256989	331.043243
ENSSSCG00000004945	43.98	protein_coding	100038029	RPL4	1494.391235	2252.276123	1672.087891	1580.150391
ENSSSCG00000003679	44.1	protein_coding	100624877	PPP4R1	28.001184	21.52397	39.940327	28.687304
ENSSSCG00000003976	47.08	protein_coding	100525647	NFYC	23.721672	19.002838	20.205196	31.588549
ENSSSCG00000012303	41.27	protein_coding	100513450	PAGE4	0.0	0.0	0.0	0.0
ENSSSCG00000013735	67.15	protein_coding	100523358	JUNB	19.850243	16.293577	27.341703	31.437046
ENSSSCG00000010802	40.86	protein_coding	100144472	UCHL5	137.728012	146.100662	130.149796	130.538177
ENSSSCG00000015284	39.3	protein_coding	100512731	MDM4	65.977951	69.326004	52.915096	50.279659
ENSSSCG00000027722	39.96	protein_coding	100624635	BMP2K	32.641758	33.803188	24.552076	28.691391
ENSSSCG00000030486	37.37	protein_coding	100524904	TBC1D23	76.963539	72.82	56.391201	56.721325
ENSSSCG00000022280	57.1	protein_coding	100622612	DACT3	3.016346	3.198163	4.172634	3.480661
ENSSSCG00000043051	46.31	protein_coding	100144768	---	0.43749	8.400105	0.0	10.386354
ENSSSCG00000013248	49.77	protein_coding	100518293	LRP4	5.431856	4.09044	5.62411	6.72029
ENSSSCG00000004145	44.36	protein_coding	100525723	ABRACL	138.915054	149.543625	150.348358	152.380493
ENSSSCG00000026864	39.6	protein_coding	396706	---	0.0	0.0	0.0	0.0
ENSSSCG00000011259	51.44	protein_coding	100152567	SCN5A	0.032618	0.032834	0.018469	0.030693
ENSSSCG00000009851	46.3	protein_coding	100518336	---	460.521606	453.162689	512.381653	449.701752
ENSSSCG00000003396	47.81	protein_coding	100520617	CLSTN1	22.043188	18.080353	30.201509	29.076086
ENSSSCG00000000699	66.94	protein_coding	102161415	LPAR5	1.220304	1.178319	1.64153	1.661407
ENSSSCG00000020702	37.37	protein_coding	100155462	SENP6	141.791229	156.295517	112.039314	123.931091
ENSSSCG00000008423	40.71	protein_coding	100520130	PPP1R21	0.0	0.0	0.0	0.0
ENSSSCG00000008423	40.71	protein_coding	100623273	PPP1R21	36.163635	34.767529	30.729277	28.868101
ENSSSCG00000033906	48.22	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039314	44.11	protein_coding	397648	MCL1	530.513977	542.044861	505.518799	476.667175
ENSSSCG00000017346	48.24	protein_coding	100522208	EFTUD2	84.676422	76.4291	98.799477	107.464638
ENSSSCG00000050094	58.87	protein_coding	---	---	2.85629	3.008031	3.691159	3.284209
ENSSSCG00000035577	45.55	protein_coding	---	---	3.871529	3.841498	3.683131	3.774959
ENSSSCG00000035594	58.39	protein_coding	100519474	PRSS22	1.447562	1.676014	2.526335	3.339789
ENSSSCG00000002697	45.93	protein_coding	100738827	NUDT7	13.82447	9.534062	9.422197	4.628571
ENSSSCG00000021902	44.06	protein_coding	100525792	GABRP	7.766918	8.413853	7.521658	3.918664
ENSSSCG00000039719	50.98	protein_coding	---	ZDHHC4	7.930874	7.598627	10.461139	8.159797
ENSSSCG00000013854	49.95	protein_coding	100511552	CIB3	0.0	0.0	0.0	0.0
ENSSSCG00000022258	45.41	protein_coding	100512873	---	4.411295	5.230176	2.594628	1.089057
ENSSSCG00000006034	37.99	protein_coding	100154008	RSPO2	11.470119	9.847493	8.067412	10.755443
ENSSSCG00000011967	39.66	protein_coding	100524713	---	0.115349	0.0	0.0	0.060214
ENSSSCG00000023026	44.81	protein_coding	397263	CLCN5	9.458845	8.831056	8.349745	8.467459
ENSSSCG00000037044	47.67	protein_coding	100738818	NME9	4.923602	4.151151	5.764975	5.564733
ENSSSCG00000026152	50.39	protein_coding	100517036	PRKD2	6.868394	4.995945	9.986754	9.700768
ENSSSCG00000009852	44.62	protein_coding	100153531	VSIG10	5.164399	5.39123	5.860051	4.884611
ENSSSCG00000040053	45.42	protein_coding	100519992	LSMEM1	5.599246	5.254277	5.918659	6.402495
ENSSSCG00000015692	37.55	protein_coding	100525081	R3HDM1	43.136314	43.463638	41.420715	42.449512
ENSSSCG00000040034	52.61	protein_coding	110255374	---	0.0	0.0	0.0	0.0
ENSSSCG00000023352	56.95	protein_coding	100514417	---	0.0	0.0	0.0	0.0
ENSSSCG00000034795	38.11	protein_coding	397477	SCAMP1	55.712254	49.672565	34.761658	41.475792
ENSSSCG00000004146	36.98	protein_coding	100154803	REPS1	52.548244	52.94474	52.337856	55.361702
ENSSSCG00000047680	37.19	pseudogene	---	---	0.05099	0.124742	0.0	0.0
ENSSSCG00000021218	43.57	protein_coding	100156566	TDRD6	0.242266	0.176155	0.037126	0.0
ENSSSCG00000014708	49.43	protein_coding	100517595	---	0.0	0.0	0.0	0.0
ENSSSCG00000008062	65	protein_coding	100738476	PRSS27	0.121497	0.0	0.0	0.22394
ENSSSCG00000020868	44.66	protein_coding	100512847	TMEM192	11.636127	12.246533	13.84483	11.013351
ENSSSCG00000050876	41.31	pseudogene	---	---	0.0	0.040997	0.0	0.0
ENSSSCG00000034902	56.19	protein_coding	100626951	---	0.0	0.0	0.0	0.0
ENSSSCG00000045638	44.45	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039573	51.61	protein_coding	396886	SLPI	80.430428	65.019455	50.951698	67.3106
ENSSSCG00000031964	46.85	protein_coding	100515268	---	0.0	0.0	0.0	0.0
ENSSSCG00000013848	51.7	protein_coding	100511006	RAB8A	15.514443	13.447699	5.968168	17.207422
ENSSSCG00000012306	44.65	protein_coding	100513773	AKAP4	0.164355	0.124613	0.0	0.071459
ENSSSCG00000028536	46.25	protein_coding	100523234	LHFPL2	40.733219	39.599758	44.216167	39.269043
ENSSSCG00000008058	62	protein_coding	100525690	---	10.950829	9.855902	15.701427	13.870699
ENSSSCG00000009853	45.58	protein_coding	100152765	WSB2	119.806473	122.981232	134.682129	220.998199
ENSSSCG00000000103	38	protein_coding	100522866	DMC1	1.851711	1.515126	2.216538	2.046674
ENSSSCG00000025910	38.28	protein_coding	100620722	ZNF277	40.000587	24.520172	53.368927	45.859848
ENSSSCG00000000567	36.38	protein_coding	100627965	SOX5	1.186084	0.786401	0.765651	0.501237
ENSSSCG00000028159	46.2	protein_coding	100155352	---	29.93313	29.748568	37.02314	35.549217
ENSSSCG00000022070	42.88	protein_coding	100626411	ZNF143	43.3283	44.36602	43.364685	48.914013
ENSSSCG00000037241	47.43	protein_coding	733670	RGS2	88.272141	113.07959	112.321053	109.78894
ENSSSCG00000027046	37.14	protein_coding	100625207	---	0.0	0.0	0.0	0.0
ENSSSCG00000027443	48.05	protein_coding	100621398	---	13.695738	14.014696	19.109657	13.964336
ENSSSCG00000004946	39.77	protein_coding	100516481	ZWILCH	39.067822	46.039013	37.638592	33.034977
ENSSSCG00000017003	48.57	protein_coding	595102	KCNIP1	0.02655	0.043182	0.0	0.052045
ENSSSCG00000003104	59.28	protein_coding	100513929	STRN4	29.10103	22.716791	48.127506	54.020176
ENSSSCG00000001723	45.49	protein_coding	396593	PLA2G7	45.942135	48.51281	41.625542	43.287407
ENSSSCG00000051299	52.29	protein_coding	110255371	---	0.0	0.0	0.0	0.0
ENSSSCG00000046428	58.82	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000017812	47.33	protein_coding	100523207	VPS53	13.542192	19.228012	24.418699	25.681564
ENSSSCG00000014728	56.2	protein_coding	100520259	---	0.0	0.0	0.0	0.0
ENSSSCG00000015285	52.49	protein_coding	100525178	LRRN2	0.19139	0.0	0.0	0.143246
ENSSSCG00000037070	59.39	protein_coding	110259844	GRID2IP	0.0	0.0	0.0	0.0
ENSSSCG00000003680	42.8	protein_coding	100519155	RALBP1	70.117409	61.909847	73.565018	80.992157
ENSSSCG00000006653	44.11	protein_coding	397361	ENSA	71.086967	74.08992	74.37619	67.769691
ENSSSCG00000023196	55.7	protein_coding	100520442	---	0.0	0.0	0.0	0.0
ENSSSCG00000038627	43.21	protein_coding	102167408	ADAMTS18	0.0	0.0	0.0	0.0
ENSSSCG00000022853	57.9	protein_coding	100625386	OR51M1	0.0	0.0	0.0	0.0
ENSSSCG00000006035	35.57	protein_coding	397009	ANGPT1	16.318674	17.696268	10.252394	14.660748
ENSSSCG00000017347	51.2	protein_coding	100522512	HIGD1B	0.703538	0.0	0.613913	0.432907
ENSSSCG00000008860	51.89	protein_coding	---	---	15.263618	0.0	0.0	0.0
ENSSSCG00000007391	52.94	protein_coding	100510939	MATN4	0.229465	0.355606	0.443663	0.30425
ENSSSCG00000013853	51.64	protein_coding	100511370	HSH2D	6.732784	5.173933	3.995549	5.257225
ENSSSCG00000051596	42.4	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000039245	56.83	protein_coding	100511883	RIMS3	0.293728	0.547857	0.39455	0.585417
ENSSSCG00000004479	40.02	protein_coding	100514614	FILIP1	8.639827	8.987036	7.257198	7.513569
ENSSSCG00000013249	40.22	protein_coding	100519182	CKAP5	40.287975	43.590271	33.246078	34.690369
ENSSSCG00000041678	52.18	protein_coding	100519554	---	0.0	0.0	0.0	0.0
ENSSSCG00000011970	38.16	protein_coding	100152199	CMSS1	30.801821	33.923901	30.376837	30.899755
ENSSSCG00000040051	42.52	protein_coding	100623394	---	0.0	0.0	0.0	0.0
ENSSSCG00000044849	46.86	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000004147	40.36	protein_coding	100153588	ECT2L	13.426701	10.856815	11.546727	9.770646
ENSSSCG00000027566	56.25	protein_coding	100512549	---	0.0	0.0	0.0	0.0
ENSSSCG00000036868	53.4	protein_coding	100627651	CTNNBIP1	1.940086	1.336749	2.298135	0.604731
ENSSSCG00000040300	44.9	protein_coding	106505070	RGS13	3.367595	4.568432	3.054801	4.321572
ENSSSCG00000042716	51.57	protein_coding	110255340	---	0.0	0.0	0.0	0.0
ENSSSCG00000021306	41.59	protein_coding	100048959	GJC1	39.012802	29.380407	33.372765	38.617302
ENSSSCG00000039663	39.76	protein_coding	100519317	TWSG1	24.994732	37.538937	26.110865	30.286652
ENSSSCG00000012307	41.09	protein_coding	100515638	---	0.535205	1.094584	0.817373	0.48515
ENSSSCG00000027505	48.32	protein_coding	100738903	ESYT3	9.707584	9.919497	12.537656	10.839412
ENSSSCG00000045611	42.81	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000038535	42.2	protein_coding	102158016	ARSB	23.590231	18.386538	27.992275	21.052132
ENSSSCG00000010316	40.73	protein_coding	100156636	KAT6B	8.582281	9.737469	10.862039	10.268469
ENSSSCG00000051767	40.03	pseudogene	---	---	0.077109	0.0	0.0	0.044357
ENSSSCG00000048332	44.82	protein_coding	---	---	0.0	0.177948	0.0	0.053332
ENSSSCG00000002337	44.86	protein_coding	100154908	ZFYVE1	16.814358	15.129165	19.366194	23.294888
ENSSSCG00000004947	43.75	protein_coding	100517209	LCTL	0.0	0.248497	0.082399	0.0
ENSSSCG00000009335	47.13	protein_coding	100517236	B3GLCT	6.378848	7.127624	17.990986	16.332855
ENSSSCG00000042756	42.94	protein_coding	---	---	112.716515	102.12236	95.063873	105.329643
ENSSSCG00000038217	44.91	processed_pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000037744	41.34	protein_coding	110259660	ZNF483	1.692651	1.642014	2.162049	1.901528
ENSSSCG00000033155	39.13	protein_coding	100154255	TMEM30A	150.642288	158.443817	105.456528	122.982834
ENSSSCG00000039943	39.83	processed_pseudogene	110258101	---	0.0	0.0	0.0	0.0
ENSSSCG00000017005	54.03	protein_coding	100271876	KCNMB1	1.683314	1.586879	2.43171	1.163171
ENSSSCG00000047613	37.83	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000045736	42.99	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000049197	40.53	processed_pseudogene	110258555	---	0.0	0.0	0.0	0.0
ENSSSCG00000032416	43.74	protein_coding	397336	RGS1	60.376945	70.216568	62.466351	56.020519
ENSSSCG00000003979	39.89	protein_coding	102167697	ZNF684	15.261972	14.608578	12.470585	13.753609
ENSSSCG00000033257	43.22	protein_coding	100624215	LZIC	90.153839	99.29287	92.16507	89.234512
ENSSSCG00000004148	38.36	protein_coding	100512200	CCDC28A	9.33213	8.804332	8.136057	7.723584
ENSSSCG00000043472	40.68	processed_pseudogene	110258554	---	0.0	0.0	0.0	0.0
ENSSSCG00000049761	37.37	protein_coding	---	---	0.0	0.0	0.0	0.035803
ENSSSCG00000040953	46.67	protein_coding	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000031432	49.38	protein_coding	100625446	KDELR2	105.976746	108.394104	125.877235	105.736633
ENSSSCG00000042729	40.15	processed_pseudogene	110258552	---	0.0	0.0	0.0	0.0
ENSSSCG00000031728	39.34	protein_coding	100154546	ABRA	0.0	0.0	0.0	0.0
ENSSSCG00000034356	45.4	pseudogene	---	---	0.0	0.0	0.0	0.0
ENSSSCG00000048849	39.94	processed_pseudogene	110258553	---	0.0	0.0	0.0	0.0
